Feature,ClusterA,ClusterB,Chi2,P_Value,Adjusted_P,FDR_Rejected
 lhr,3,4,,1.0,1.0,False
 lhr,3,5,,1.0,1.0,False
 lhr,3,6,,1.0,1.0,False
 lhr,3,7,,0.37,1.0,False
 lhr,3,8,,1.0,1.0,False
 lhr,4,5,,1.0,1.0,False
 lhr,4,6,,1.0,1.0,False
 lhr,4,7,,0.29,1.0,False
 lhr,4,8,,1.0,1.0,False
 lhr,5,6,,1.0,1.0,False
 lhr,5,7,,1.0,1.0,False
 lhr,5,8,,1.0,1.0,False
 lhr,6,7,,0.33,1.0,False
 lhr,6,8,,1.0,1.0,False
 lhr,7,8,,0.3,1.0,False
 1910HR,1,2,,0.0,0.0,True
 1910HR,1,3,,0.0,0.0,True
 1910HR,1,4,,0.0,0.0,True
 1910HR,1,5,,0.0,0.0,True
 1910HR,1,6,,1.0,1.0,False
 1910HR,1,7,,1.0,1.0,False
 1910HR,1,8,,0.0,0.0,True
 1910HR,2,3,,1.0,1.0,False
 1910HR,2,4,,1.0,1.0,False
 1910HR,2,5,,1.0,1.0,False
 1910HR,2,6,,0.0,0.0,True
 1910HR,2,7,,0.0,0.0,True
 1910HR,2,8,,1.0,1.0,False
 1910HR,3,4,,0.41,1.0,False
 1910HR,3,5,,1.0,1.0,False
 1910HR,3,6,,0.0,0.0,True
 1910HR,3,7,,0.0,0.0,True
 1910HR,3,8,,0.43,1.0,False
 1910HR,4,5,,1.0,1.0,False
 1910HR,4,6,,0.0,0.0,True
 1910HR,4,7,,0.0,0.0,True
 1910HR,4,8,,1.0,1.0,False
 1910HR,5,6,,0.0,0.0,True
 1910HR,5,7,,0.0,0.0,True
 1910HR,5,8,,1.0,1.0,False
 1910HR,6,7,,1.0,1.0,False
 1910HR,6,8,,0.0,0.0,True
 1910HR,7,8,,0.0,0.0,True
 1910HK,1,2,,0.0,0.0,True
 1910HK,1,3,,0.0,0.0,True
 1910HK,1,4,,0.0,0.0,True
 1910HK,1,5,,0.0,0.0,True
 1910HK,1,6,,1.0,1.0,False
 1910HK,1,7,,1.0,1.0,False
 1910HK,1,8,,0.0,0.0,True
 1910HK,2,3,,1.0,1.0,False
 1910HK,2,4,,1.0,1.0,False
 1910HK,2,5,,1.0,1.0,False
 1910HK,2,6,,0.0,0.0,True
 1910HK,2,7,,0.0,0.0,True
 1910HK,2,8,,1.0,1.0,False
 1910HK,3,4,,0.41,1.0,False
 1910HK,3,5,,1.0,1.0,False
 1910HK,3,6,,0.0,0.0,True
 1910HK,3,7,,0.0,0.0,True
 1910HK,3,8,,0.43,1.0,False
 1910HK,4,5,,1.0,1.0,False
 1910HK,4,6,,0.0,0.0,True
 1910HK,4,7,,0.0,0.0,True
 1910HK,4,8,,1.0,1.0,False
 1910HK,5,6,,0.0,0.0,True
 1910HK,5,7,,0.0,0.0,True
 1910HK,5,8,,1.0,1.0,False
 1910HK,6,7,,1.0,1.0,False
 1910HK,6,8,,0.0,0.0,True
 1910HK,7,8,,0.0,0.0,True
 ssnA,1,2,,1.0,1.0,False
 ssnA,1,3,,1.0,1.0,False
 ssnA,1,4,,1.0,1.0,False
 ssnA,1,5,,1.0,1.0,False
 ssnA,1,6,,1.0,1.0,False
 ssnA,1,7,,0.14,1.0,False
 ssnA,1,8,,1.0,1.0,False
 ssnA,2,3,,1.0,1.0,False
 ssnA,2,4,,1.0,1.0,False
 ssnA,2,5,,1.0,1.0,False
 ssnA,2,6,,1.0,1.0,False
 ssnA,2,7,,0.15,1.0,False
 ssnA,2,8,,1.0,1.0,False
 ssnA,3,4,,1.0,1.0,False
 ssnA,3,5,,1.0,1.0,False
 ssnA,3,6,,1.0,1.0,False
 ssnA,3,7,,0.12,1.0,False
 ssnA,3,8,,1.0,1.0,False
 ssnA,4,5,,1.0,1.0,False
 ssnA,4,6,,1.0,1.0,False
 ssnA,4,7,,0.08,0.7490220820189274,False
 ssnA,4,8,,1.0,1.0,False
 ssnA,5,6,,1.0,1.0,False
 ssnA,5,7,,0.49,1.0,False
 ssnA,5,8,,1.0,1.0,False
 ssnA,6,7,,0.1,0.8966767371601209,False
 ssnA,6,8,,1.0,1.0,False
 ssnA,7,8,,0.08,0.7490220820189274,False
 RggTR,1,2,,1.0,1.0,False
 RggTR,1,3,,0.0,0.0,True
 RggTR,1,4,,0.0,0.0,True
 RggTR,1,5,,0.0,0.0,True
 RggTR,1,6,,0.0,0.0,True
 RggTR,1,7,,0.39,1.0,False
 RggTR,1,8,,0.0,0.0,True
 RggTR,2,3,,0.0,0.0,True
 RggTR,2,4,,0.0,0.0,True
 RggTR,2,5,,0.0,0.0,True
 RggTR,2,6,,0.0,0.0,True
 RggTR,2,7,,0.41,1.0,False
 RggTR,2,8,,0.0,0.0,True
 RggTR,3,4,,1.0,1.0,False
 RggTR,3,5,,1.0,1.0,False
 RggTR,3,6,,1.0,1.0,False
 RggTR,3,7,,0.0,0.0,True
 RggTR,3,8,,1.0,1.0,False
 RggTR,4,5,,1.0,1.0,False
 RggTR,4,6,,1.0,1.0,False
 RggTR,4,7,,0.0,0.0,True
 RggTR,4,8,,1.0,1.0,False
 RggTR,5,6,,1.0,1.0,False
 RggTR,5,7,,0.02,0.20901408450704226,False
 RggTR,5,8,,1.0,1.0,False
 RggTR,6,7,,0.0,0.0,True
 RggTR,6,8,,1.0,1.0,False
 RggTR,7,8,,0.0,0.0,True
 SntA,1,2,,1.0,1.0,False
 SntA,1,3,,1.0,1.0,False
 SntA,1,4,,1.0,1.0,False
 SntA,1,5,,1.0,1.0,False
 SntA,1,6,,1.0,1.0,False
 SntA,1,7,,0.14,1.0,False
 SntA,1,8,,1.0,1.0,False
 SntA,2,3,,1.0,1.0,False
 SntA,2,4,,1.0,1.0,False
 SntA,2,5,,1.0,1.0,False
 SntA,2,6,,1.0,1.0,False
 SntA,2,7,,0.15,1.0,False
 SntA,2,8,,1.0,1.0,False
 SntA,3,4,,1.0,1.0,False
 SntA,3,5,,1.0,1.0,False
 SntA,3,6,,1.0,1.0,False
 SntA,3,7,,0.12,1.0,False
 SntA,3,8,,1.0,1.0,False
 SntA,4,5,,1.0,1.0,False
 SntA,4,6,,1.0,1.0,False
 SntA,4,7,,0.08,0.7490220820189274,False
 SntA,4,8,,1.0,1.0,False
 SntA,5,6,,1.0,1.0,False
 SntA,5,7,,0.49,1.0,False
 SntA,5,8,,1.0,1.0,False
 SntA,6,7,,0.1,0.8966767371601209,False
 SntA,6,8,,1.0,1.0,False
 SntA,7,8,,0.08,0.7490220820189274,False
 Sbp2,1,2,,0.48,1.0,False
 Sbp2,1,3,,1.0,1.0,False
 Sbp2,1,4,,0.0,0.0,True
 Sbp2,1,5,,1.0,1.0,False
 Sbp2,1,6,,1.0,1.0,False
 Sbp2,1,7,,1.0,1.0,False
 Sbp2,1,8,,0.0,0.0,True
 Sbp2,2,3,,0.45,1.0,False
 Sbp2,2,4,,0.01,0.10714801444043322,False
 Sbp2,2,5,,1.0,1.0,False
 Sbp2,2,6,,0.42,1.0,False
 Sbp2,2,7,,1.0,1.0,False
 Sbp2,2,8,,0.0,0.0,True
 Sbp2,3,4,,0.0,0.0,True
 Sbp2,3,5,,1.0,1.0,False
 Sbp2,3,6,,1.0,1.0,False
 Sbp2,3,7,,1.0,1.0,False
 Sbp2,3,8,,0.0,0.0,True
 Sbp2,4,5,,0.04,0.4024406779661017,False
 Sbp2,4,6,,0.0,0.0,True
 Sbp2,4,7,,0.01,0.10714801444043322,False
 Sbp2,4,8,,0.71,1.0,False
 Sbp2,5,6,,1.0,1.0,False
 Sbp2,5,7,,1.0,1.0,False
 Sbp2,5,8,,0.01,0.10714801444043322,False
 Sbp2,6,7,,1.0,1.0,False
 Sbp2,6,8,,0.0,0.0,True
 Sbp2,7,8,,0.0,0.0,True
 TraG,1,2,,0.48,1.0,False
 TraG,1,3,,0.22,1.0,False
 TraG,1,4,,0.15,1.0,False
 TraG,1,5,,1.0,1.0,False
 TraG,1,6,,0.18,1.0,False
 TraG,1,7,,1.0,1.0,False
 TraG,1,8,,0.0,0.0,True
 TraG,2,3,,1.0,1.0,False
 TraG,2,4,,1.0,1.0,False
 TraG,2,5,,1.0,1.0,False
 TraG,2,6,,1.0,1.0,False
 TraG,2,7,,0.41,1.0,False
 TraG,2,8,,0.0,0.0,True
 TraG,3,4,,1.0,1.0,False
 TraG,3,5,,1.0,1.0,False
 TraG,3,6,,1.0,1.0,False
 TraG,3,7,,0.37,1.0,False
 TraG,3,8,,0.0,0.0,True
 TraG,4,5,,1.0,1.0,False
 TraG,4,6,,1.0,1.0,False
 TraG,4,7,,0.29,1.0,False
 TraG,4,8,,0.0,0.0,True
 TraG,5,6,,1.0,1.0,False
 TraG,5,7,,1.0,1.0,False
 TraG,5,8,,0.0,0.0,True
 TraG,6,7,,0.33,1.0,False
 TraG,6,8,,0.0,0.0,True
 TraG,7,8,,0.0,0.0,True
 hylA,1,2,,1.0,1.0,False
 hylA,1,3,,1.0,1.0,False
 hylA,1,4,,1.0,1.0,False
 hylA,1,5,,1.0,1.0,False
 hylA,1,6,,1.0,1.0,False
 hylA,1,7,,1.0,1.0,False
 hylA,1,8,,1.0,1.0,False
 hylA,2,3,,1.0,1.0,False
 hylA,2,4,,1.0,1.0,False
 hylA,2,5,,1.0,1.0,False
 hylA,2,6,,1.0,1.0,False
 hylA,2,7,,1.0,1.0,False
 hylA,2,8,,1.0,1.0,False
 hylA,3,4,,1.0,1.0,False
 hylA,3,5,,1.0,1.0,False
 hylA,3,6,,1.0,1.0,False
 hylA,3,7,,1.0,1.0,False
 hylA,3,8,,1.0,1.0,False
 hylA,4,5,,1.0,1.0,False
 hylA,4,6,,1.0,1.0,False
 hylA,4,7,,1.0,1.0,False
 hylA,4,8,,1.0,1.0,False
 hylA,5,6,,1.0,1.0,False
 hylA,5,7,,1.0,1.0,False
 hylA,5,8,,1.0,1.0,False
 hylA,6,7,,1.0,1.0,False
 hylA,6,8,,1.0,1.0,False
 hylA,7,8,,1.0,1.0,False
 rfeA,1,2,,1.0,1.0,False
 rfeA,1,3,,1.0,1.0,False
 rfeA,1,4,,1.0,1.0,False
 rfeA,1,5,,1.0,1.0,False
 rfeA,1,6,,1.0,1.0,False
 rfeA,1,7,,0.39,1.0,False
 rfeA,1,8,,1.0,1.0,False
 rfeA,2,3,,1.0,1.0,False
 rfeA,2,4,,1.0,1.0,False
 rfeA,2,5,,1.0,1.0,False
 rfeA,2,6,,1.0,1.0,False
 rfeA,2,7,,0.41,1.0,False
 rfeA,2,8,,1.0,1.0,False
 rfeA,3,4,,1.0,1.0,False
 rfeA,3,5,,1.0,1.0,False
 rfeA,3,6,,1.0,1.0,False
 rfeA,3,7,,0.37,1.0,False
 rfeA,3,8,,1.0,1.0,False
 rfeA,4,5,,1.0,1.0,False
 rfeA,4,6,,1.0,1.0,False
 rfeA,4,7,,0.51,1.0,False
 rfeA,4,8,,1.0,1.0,False
 rfeA,5,6,,1.0,1.0,False
 rfeA,5,7,,1.0,1.0,False
 rfeA,5,8,,1.0,1.0,False
 rfeA,6,7,,0.33,1.0,False
 rfeA,6,8,,1.0,1.0,False
 rfeA,7,8,,0.3,1.0,False
 Tran,1,2,,0.0,0.0,True
 Tran,1,3,,1.0,1.0,False
 Tran,1,4,,0.0,0.0,True
 Tran,1,5,,1.0,1.0,False
 Tran,1,6,,1.0,1.0,False
 Tran,1,7,,1.0,1.0,False
 Tran,1,8,,1.0,1.0,False
 Tran,2,3,,0.0,0.0,True
 Tran,2,4,,1.0,1.0,False
 Tran,2,5,,0.0,0.0,True
 Tran,2,6,,0.0,0.0,True
 Tran,2,7,,0.0,0.0,True
 Tran,2,8,,0.0,0.0,True
 Tran,3,4,,0.0,0.0,True
 Tran,3,5,,1.0,1.0,False
 Tran,3,6,,1.0,1.0,False
 Tran,3,7,,1.0,1.0,False
 Tran,3,8,,1.0,1.0,False
 Tran,4,5,,0.0,0.0,True
 Tran,4,6,,0.0,0.0,True
 Tran,4,7,,0.0,0.0,True
 Tran,4,8,,0.0,0.0,True
 Tran,5,6,,1.0,1.0,False
 Tran,5,7,,1.0,1.0,False
 Tran,5,8,,1.0,1.0,False
 Tran,6,7,,1.0,1.0,False
 Tran,6,8,,1.0,1.0,False
 Tran,7,8,,1.0,1.0,False
 Hhly3,1,2,,0.04,0.4024406779661017,False
 Hhly3,1,3,,0.09,0.8269969040247678,False
 Hhly3,1,4,,0.41,1.0,False
 Hhly3,1,5,,0.6,1.0,False
 Hhly3,1,6,,0.01,0.10714801444043322,False
 Hhly3,1,7,,0.64,1.0,False
 Hhly3,1,8,,0.01,0.10714801444043322,False
 Hhly3,2,3,,0.0,0.0,True
 Hhly3,2,4,,0.26,1.0,False
 Hhly3,2,5,,0.29,1.0,False
 Hhly3,2,6,,1.0,1.0,False
 Hhly3,2,7,,0.15,1.0,False
 Hhly3,2,8,,1.0,1.0,False
 Hhly3,3,4,,0.0,0.0,True
 Hhly3,3,5,,0.06,0.5800651465798046,False
 Hhly3,3,6,,0.0,0.0,True
 Hhly3,3,7,,0.04,0.4024406779661017,False
 Hhly3,3,8,,0.0,0.0,True
 Hhly3,4,5,,1.0,1.0,False
 Hhly3,4,6,,0.11,0.9774850299401198,False
 Hhly3,4,7,,1.0,1.0,False
 Hhly3,4,8,,0.1,0.8966767371601209,False
 Hhly3,5,6,,0.22,1.0,False
 Hhly3,5,7,,1.0,1.0,False
 Hhly3,5,8,,0.2,1.0,False
 Hhly3,6,7,,0.1,0.8966767371601209,False
 Hhly3,6,8,,1.0,1.0,False
 Hhly3,7,8,,0.08,0.7490220820189274,False
 yzpA,1,2,,0.48,1.0,False
 yzpA,1,3,,1.0,1.0,False
 yzpA,1,4,,1.0,1.0,False
 yzpA,1,5,,0.27,1.0,False
 yzpA,1,6,,1.0,1.0,False
 yzpA,1,7,,0.0,0.0,True
 yzpA,1,8,,1.0,1.0,False
 yzpA,2,3,,0.45,1.0,False
 yzpA,2,4,,0.37,1.0,False
 yzpA,2,5,,0.51,1.0,False
 yzpA,2,6,,0.42,1.0,False
 yzpA,2,7,,0.0,0.0,True
 yzpA,2,8,,0.38,1.0,False
 yzpA,3,4,,1.0,1.0,False
 yzpA,3,5,,0.25,1.0,False
 yzpA,3,6,,1.0,1.0,False
 yzpA,3,7,,0.0,0.0,True
 yzpA,3,8,,1.0,1.0,False
 yzpA,4,5,,0.19,1.0,False
 yzpA,4,6,,1.0,1.0,False
 yzpA,4,7,,0.0,0.0,True
 yzpA,4,8,,1.0,1.0,False
 yzpA,5,6,,0.22,1.0,False
 yzpA,5,7,,0.02,0.20901408450704226,False
 yzpA,5,8,,0.2,1.0,False
 yzpA,6,7,,0.0,0.0,True
 yzpA,6,8,,1.0,1.0,False
 yzpA,7,8,,0.0,0.0,True
 gh92,1,2,,0.0,0.0,True
 gh92,1,3,,0.0,0.0,True
 gh92,1,4,,0.0,0.0,True
 gh92,1,5,,0.0,0.0,True
 gh92,1,6,,1.0,1.0,False
 gh92,1,7,,1.0,1.0,False
 gh92,1,8,,0.0,0.0,True
 gh92,2,3,,1.0,1.0,False
 gh92,2,4,,1.0,1.0,False
 gh92,2,5,,1.0,1.0,False
 gh92,2,6,,0.0,0.0,True
 gh92,2,7,,0.0,0.0,True
 gh92,2,8,,1.0,1.0,False
 gh92,3,4,,0.41,1.0,False
 gh92,3,5,,1.0,1.0,False
 gh92,3,6,,0.0,0.0,True
 gh92,3,7,,0.0,0.0,True
 gh92,3,8,,0.43,1.0,False
 gh92,4,5,,1.0,1.0,False
 gh92,4,6,,0.0,0.0,True
 gh92,4,7,,0.0,0.0,True
 gh92,4,8,,1.0,1.0,False
 gh92,5,6,,0.0,0.0,True
 gh92,5,7,,0.0,0.0,True
 gh92,5,8,,1.0,1.0,False
 gh92,6,7,,1.0,1.0,False
 gh92,6,8,,0.0,0.0,True
 gh92,7,8,,0.0,0.0,True
 PnuC,1,2,,1.0,1.0,False
 PnuC,1,3,,1.0,1.0,False
 PnuC,1,4,,1.0,1.0,False
 PnuC,1,5,,1.0,1.0,False
 PnuC,1,6,,1.0,1.0,False
 PnuC,1,7,,1.0,1.0,False
 PnuC,1,8,,1.0,1.0,False
 PnuC,2,3,,1.0,1.0,False
 PnuC,2,4,,1.0,1.0,False
 PnuC,2,5,,1.0,1.0,False
 PnuC,2,6,,1.0,1.0,False
 PnuC,2,7,,1.0,1.0,False
 PnuC,2,8,,1.0,1.0,False
 PnuC,3,4,,1.0,1.0,False
 PnuC,3,5,,1.0,1.0,False
 PnuC,3,6,,1.0,1.0,False
 PnuC,3,7,,1.0,1.0,False
 PnuC,3,8,,1.0,1.0,False
 PnuC,4,5,,1.0,1.0,False
 PnuC,4,6,,1.0,1.0,False
 PnuC,4,7,,1.0,1.0,False
 PnuC,4,8,,1.0,1.0,False
 PnuC,5,6,,1.0,1.0,False
 PnuC,5,7,,1.0,1.0,False
 PnuC,5,8,,1.0,1.0,False
 PnuC,6,7,,1.0,1.0,False
 PnuC,6,8,,1.0,1.0,False
 PnuC,7,8,,1.0,1.0,False
 cbp40omp40,1,2,,1.0,1.0,False
 cbp40omp40,1,3,,1.0,1.0,False
 cbp40omp40,1,4,,0.51,1.0,False
 cbp40omp40,1,5,,1.0,1.0,False
 cbp40omp40,1,6,,1.0,1.0,False
 cbp40omp40,1,7,,1.0,1.0,False
 cbp40omp40,1,8,,1.0,1.0,False
 cbp40omp40,2,3,,1.0,1.0,False
 cbp40omp40,2,4,,0.52,1.0,False
 cbp40omp40,2,5,,1.0,1.0,False
 cbp40omp40,2,6,,1.0,1.0,False
 cbp40omp40,2,7,,1.0,1.0,False
 cbp40omp40,2,8,,1.0,1.0,False
 cbp40omp40,3,4,,0.5,1.0,False
 cbp40omp40,3,5,,1.0,1.0,False
 cbp40omp40,3,6,,1.0,1.0,False
 cbp40omp40,3,7,,1.0,1.0,False
 cbp40omp40,3,8,,1.0,1.0,False
 cbp40omp40,4,5,,1.0,1.0,False
 cbp40omp40,4,6,,0.49,1.0,False
 cbp40omp40,4,7,,1.0,1.0,False
 cbp40omp40,4,8,,0.48,1.0,False
 cbp40omp40,5,6,,1.0,1.0,False
 cbp40omp40,5,7,,1.0,1.0,False
 cbp40omp40,5,8,,1.0,1.0,False
 cbp40omp40,6,7,,1.0,1.0,False
 cbp40omp40,6,8,,1.0,1.0,False
 cbp40omp40,7,8,,1.0,1.0,False
 HP1717,1,2,,1.0,1.0,False
 HP1717,1,3,,1.0,1.0,False
 HP1717,1,4,,1.0,1.0,False
 HP1717,1,5,,1.0,1.0,False
 HP1717,1,6,,1.0,1.0,False
 HP1717,1,7,,1.0,1.0,False
 HP1717,1,8,,1.0,1.0,False
 HP1717,2,3,,1.0,1.0,False
 HP1717,2,4,,1.0,1.0,False
 HP1717,2,5,,1.0,1.0,False
 HP1717,2,6,,1.0,1.0,False
 HP1717,2,7,,1.0,1.0,False
 HP1717,2,8,,1.0,1.0,False
 HP1717,3,4,,1.0,1.0,False
 HP1717,3,5,,1.0,1.0,False
 HP1717,3,6,,1.0,1.0,False
 HP1717,3,7,,1.0,1.0,False
 HP1717,3,8,,1.0,1.0,False
 HP1717,4,5,,1.0,1.0,False
 HP1717,4,6,,1.0,1.0,False
 HP1717,4,7,,1.0,1.0,False
 HP1717,4,8,,1.0,1.0,False
 HP1717,5,6,,1.0,1.0,False
 HP1717,5,7,,1.0,1.0,False
 HP1717,5,8,,1.0,1.0,False
 HP1717,6,7,,1.0,1.0,False
 HP1717,6,8,,1.0,1.0,False
 HP1717,7,8,,1.0,1.0,False
 AtlAss,1,2,,1.0,1.0,False
 AtlAss,1,3,,1.0,1.0,False
 AtlAss,1,4,,1.0,1.0,False
 AtlAss,1,5,,1.0,1.0,False
 AtlAss,1,6,,1.0,1.0,False
 AtlAss,1,7,,1.0,1.0,False
 AtlAss,1,8,,1.0,1.0,False
 AtlAss,2,3,,1.0,1.0,False
 AtlAss,2,4,,1.0,1.0,False
 AtlAss,2,5,,1.0,1.0,False
 AtlAss,2,6,,1.0,1.0,False
 AtlAss,2,7,,1.0,1.0,False
 AtlAss,2,8,,1.0,1.0,False
 AtlAss,3,4,,1.0,1.0,False
 AtlAss,3,5,,1.0,1.0,False
 AtlAss,3,6,,1.0,1.0,False
 AtlAss,3,7,,1.0,1.0,False
 AtlAss,3,8,,1.0,1.0,False
 AtlAss,4,5,,1.0,1.0,False
 AtlAss,4,6,,1.0,1.0,False
 AtlAss,4,7,,1.0,1.0,False
 AtlAss,4,8,,1.0,1.0,False
 AtlAss,5,6,,1.0,1.0,False
 AtlAss,5,7,,1.0,1.0,False
 AtlAss,5,8,,1.0,1.0,False
 AtlAss,6,7,,1.0,1.0,False
 AtlAss,6,8,,1.0,1.0,False
 AtlAss,7,8,,1.0,1.0,False
 Fhbp,1,2,,1.0,1.0,False
 Fhbp,1,3,,1.0,1.0,False
 Fhbp,1,4,,1.0,1.0,False
 Fhbp,1,5,,1.0,1.0,False
 Fhbp,1,6,,1.0,1.0,False
 Fhbp,1,7,,1.0,1.0,False
 Fhbp,1,8,,1.0,1.0,False
 Fhbp,2,3,,1.0,1.0,False
 Fhbp,2,4,,1.0,1.0,False
 Fhbp,2,5,,1.0,1.0,False
 Fhbp,2,6,,1.0,1.0,False
 Fhbp,2,7,,1.0,1.0,False
 Fhbp,2,8,,1.0,1.0,False
 Fhbp,3,4,,1.0,1.0,False
 Fhbp,3,5,,1.0,1.0,False
 Fhbp,3,6,,1.0,1.0,False
 Fhbp,3,7,,1.0,1.0,False
 Fhbp,3,8,,1.0,1.0,False
 Fhbp,4,5,,1.0,1.0,False
 Fhbp,4,6,,1.0,1.0,False
 Fhbp,4,7,,1.0,1.0,False
 Fhbp,4,8,,1.0,1.0,False
 Fhbp,5,6,,1.0,1.0,False
 Fhbp,5,7,,1.0,1.0,False
 Fhbp,5,8,,1.0,1.0,False
 Fhbp,6,7,,1.0,1.0,False
 Fhbp,6,8,,1.0,1.0,False
 Fhbp,7,8,,1.0,1.0,False
 Fhb_2,1,2,,0.48,1.0,False
 Fhb_2,1,3,,1.0,1.0,False
 Fhb_2,1,4,,0.51,1.0,False
 Fhb_2,1,5,,1.0,1.0,False
 Fhb_2,1,6,,1.0,1.0,False
 Fhb_2,1,7,,1.0,1.0,False
 Fhb_2,1,8,,1.0,1.0,False
 Fhb_2,2,3,,0.45,1.0,False
 Fhb_2,2,4,,1.0,1.0,False
 Fhb_2,2,5,,1.0,1.0,False
 Fhb_2,2,6,,0.42,1.0,False
 Fhb_2,2,7,,1.0,1.0,False
 Fhb_2,2,8,,0.38,1.0,False
 Fhb_2,3,4,,0.5,1.0,False
 Fhb_2,3,5,,1.0,1.0,False
 Fhb_2,3,6,,1.0,1.0,False
 Fhb_2,3,7,,1.0,1.0,False
 Fhb_2,3,8,,1.0,1.0,False
 Fhb_2,4,5,,1.0,1.0,False
 Fhb_2,4,6,,0.49,1.0,False
 Fhb_2,4,7,,1.0,1.0,False
 Fhb_2,4,8,,0.48,1.0,False
 Fhb_2,5,6,,1.0,1.0,False
 Fhb_2,5,7,,1.0,1.0,False
 Fhb_2,5,8,,1.0,1.0,False
 Fhb_2,6,7,,1.0,1.0,False
 Fhb_2,6,8,,1.0,1.0,False
 Fhb_2,7,8,,1.0,1.0,False
 ldeS,1,2,,1.0,1.0,False
 ldeS,1,3,,1.0,1.0,False
 ldeS,1,4,,0.26,1.0,False
 ldeS,1,5,,0.27,1.0,False
 ldeS,1,6,,1.0,1.0,False
 ldeS,1,7,,0.0,0.0,True
 ldeS,1,8,,1.0,1.0,False
 ldeS,2,3,,1.0,1.0,False
 ldeS,2,4,,0.27,1.0,False
 ldeS,2,5,,0.29,1.0,False
 ldeS,2,6,,1.0,1.0,False
 ldeS,2,7,,0.0,0.0,True
 ldeS,2,8,,1.0,1.0,False
 ldeS,3,4,,0.25,1.0,False
 ldeS,3,5,,0.25,1.0,False
 ldeS,3,6,,1.0,1.0,False
 ldeS,3,7,,0.0,0.0,True
 ldeS,3,8,,1.0,1.0,False
 ldeS,4,5,,1.0,1.0,False
 ldeS,4,6,,0.23,1.0,False
 ldeS,4,7,,0.0,0.0,True
 ldeS,4,8,,0.23,1.0,False
 ldeS,5,6,,0.22,1.0,False
 ldeS,5,7,,0.02,0.20901408450704226,False
 ldeS,5,8,,0.2,1.0,False
 ldeS,6,7,,0.0,0.0,True
 ldeS,6,8,,1.0,1.0,False
 ldeS,7,8,,0.0,0.0,True
 dltA,1,2,,1.0,1.0,False
 dltA,1,3,,1.0,1.0,False
 dltA,1,4,,1.0,1.0,False
 dltA,1,5,,0.27,1.0,False
 dltA,1,6,,1.0,1.0,False
 dltA,1,7,,0.0,0.0,True
 dltA,1,8,,1.0,1.0,False
 dltA,2,3,,1.0,1.0,False
 dltA,2,4,,1.0,1.0,False
 dltA,2,5,,0.29,1.0,False
 dltA,2,6,,1.0,1.0,False
 dltA,2,7,,0.0,0.0,True
 dltA,2,8,,1.0,1.0,False
 dltA,3,4,,1.0,1.0,False
 dltA,3,5,,0.25,1.0,False
 dltA,3,6,,1.0,1.0,False
 dltA,3,7,,0.0,0.0,True
 dltA,3,8,,1.0,1.0,False
 dltA,4,5,,0.19,1.0,False
 dltA,4,6,,1.0,1.0,False
 dltA,4,7,,0.0,0.0,True
 dltA,4,8,,1.0,1.0,False
 dltA,5,6,,0.22,1.0,False
 dltA,5,7,,0.24,1.0,False
 dltA,5,8,,0.2,1.0,False
 dltA,6,7,,0.0,0.0,True
 dltA,6,8,,1.0,1.0,False
 dltA,7,8,,0.0,0.0,True
 SspA,1,2,,1.0,1.0,False
 SspA,1,3,,1.0,1.0,False
 SspA,1,4,,1.0,1.0,False
 SspA,1,5,,1.0,1.0,False
 SspA,1,6,,1.0,1.0,False
 SspA,1,7,,1.0,1.0,False
 SspA,1,8,,1.0,1.0,False
 SspA,2,3,,1.0,1.0,False
 SspA,2,4,,1.0,1.0,False
 SspA,2,5,,1.0,1.0,False
 SspA,2,6,,1.0,1.0,False
 SspA,2,7,,1.0,1.0,False
 SspA,2,8,,1.0,1.0,False
 SspA,3,4,,1.0,1.0,False
 SspA,3,5,,1.0,1.0,False
 SspA,3,6,,1.0,1.0,False
 SspA,3,7,,1.0,1.0,False
 SspA,3,8,,1.0,1.0,False
 SspA,4,5,,1.0,1.0,False
 SspA,4,6,,1.0,1.0,False
 SspA,4,7,,1.0,1.0,False
 SspA,4,8,,1.0,1.0,False
 SspA,5,6,,1.0,1.0,False
 SspA,5,7,,1.0,1.0,False
 SspA,5,8,,1.0,1.0,False
 SspA,6,7,,1.0,1.0,False
 SspA,6,8,,1.0,1.0,False
 SspA,7,8,,1.0,1.0,False
 Zmp,1,2,,1.0,1.0,False
 Zmp,1,3,,1.0,1.0,False
 Zmp,1,4,,1.0,1.0,False
 Zmp,1,5,,1.0,1.0,False
 Zmp,1,6,,1.0,1.0,False
 Zmp,1,7,,0.39,1.0,False
 Zmp,1,8,,1.0,1.0,False
 Zmp,2,3,,1.0,1.0,False
 Zmp,2,4,,1.0,1.0,False
 Zmp,2,5,,1.0,1.0,False
 Zmp,2,6,,1.0,1.0,False
 Zmp,2,7,,0.41,1.0,False
 Zmp,2,8,,1.0,1.0,False
 Zmp,3,4,,1.0,1.0,False
 Zmp,3,5,,1.0,1.0,False
 Zmp,3,6,,1.0,1.0,False
 Zmp,3,7,,0.37,1.0,False
 Zmp,3,8,,1.0,1.0,False
 Zmp,4,5,,1.0,1.0,False
 Zmp,4,6,,1.0,1.0,False
 Zmp,4,7,,0.51,1.0,False
 Zmp,4,8,,1.0,1.0,False
 Zmp,5,6,,1.0,1.0,False
 Zmp,5,7,,1.0,1.0,False
 Zmp,5,8,,1.0,1.0,False
 Zmp,6,7,,0.33,1.0,False
