Row,Column,Phi,Cluster
 adhE, lhr,,3
 Stk, lhr,,3
 ClpX, lhr,,3
 pepT, lhr,,3
 ClpP, lhr,,3
 SspB, lhr,,3
 DnaK, lhr,,3
 CodY, lhr,,3
 PepF, lhr,,3
 Eno, lhr,,3
 HAM1, lhr,,3
 Rex, lhr,,3
 HrcA, lhr,,3
 GrpE, lhr,,3
 DnaJ, lhr,,3
 GntR, lhr,,3
 FlpS, lhr,,3
 pgdA, lhr,,3
 VraSR, lhr,,3
 MsmK, lhr,,3
 OTC, lhr,,3
 argR, lhr,,3
 PGK, lhr,,3
 BgaC, lhr,,3
 DivIVA, lhr,,3
 FBPS, lhr,,3
 GroEL, lhr,,3
 EF-Tu, lhr,,3
 ABC_1, lhr,,3
 PDH, lhr,,3
 IMPDH_1, lhr,,3
 FBA, lhr,,3
 LDH, 1910HR,,3
 Cps2E, 1910HR,,3
 Cps2F, 1910HR,,3
 Cps9E, 1910HR,,3
 manN, 1910HR,,3
 ArcD, 1910HR,,3
 SsPep, 1910HR,,3
 Fhb_1, 1910HR,0.25,3
 agaR2, 1910HR,,3
 Cps2B, 1910HR,,3
 cps2G, 1910HR,,3
 Cps2J, 1910HR,,3
 cps2L, 1910HR,,3
 NeuB, 1910HR,,3
 MRP, 1910HR,,3
 SP1, 1910HR,,3
 ciaH, 1910HR,,3
 prsA, 1910HR,,3
 Ssa, 1910HR,,3
 abpb, 1910HR,,3
 sly, 1910HR,,3
 HtpsC, 1910HR,,3
 lhk, 1910HR,,3
 lhr, 1910HR,,3
 1910HR, 1910HR,1.0,3
 1910HK, 1910HR,1.0,3
 ssnA, 1910HR,,3
 RggTR, 1910HR,,3
 SntA, 1910HR,,3
 Sbp2, 1910HR,,3
 TraG, 1910HR,,3
 hylA, 1910HR,,3
 rfeA, 1910HR,,3
 Tran, 1910HR,,3
 Hhly3, 1910HR,-0.13,3
 yzpA, 1910HR,,3
 gh92, 1910HR,1.0,3
 PnuC, 1910HR,,3
 cbp40omp40, 1910HR,,3
 HP1717, 1910HR,,3
 AtlAss, 1910HR,,3
 Fhbp, 1910HR,,3
 Fhb_2, 1910HR,,3
 ldeS, 1910HR,,3
 dltA, 1910HR,,3
 SspA, 1910HR,,3
 Zmp, 1910HR,,3
 atl_2, 1910HR,-0.17,3
 NisK, 1910HR,,3
 NisR, 1910HR,,3
 ABC_2, 1910HR,,3
 Sbp1, 1910HR,,3
 OppA, 1910HR,,3
 endoSS, 1910HR,1.0,3
 PK, 1910HR,,3
 KAR, 1910HR,,3
 IMPDH_2, 1910HR,,3
 GlnA, 1910HR,,3
 HtpsA, 1910HR,,3
 LuxS, 1910HR,,3
 Ssads, 1910HR,-0.13,3
 RelQ, 1910HR,,3
 srtA, 1910HR,,3
 HP1083, 1910HR,,3
 ciaR, 1910HR,,3
 mnmE, 1910HR,,3
 HP1538, 1910HR,,3
 CovR, 1910HR,,3
 lytR, 1910HR,,3
 RelA, 1910HR,,3
 GidA, 1910HR,,3
 GdpP, 1910HR,,3
 Stp, 1910HR,,3
 GAPDH, 1910HR,,3
 adhE, 1910HR,,3
 Stk, 1910HR,,3
 ClpX, 1910HR,,3
 pepT, 1910HR,,3
 ClpP, 1910HR,,3
 SspB, 1910HR,,3
 DnaK, 1910HR,,3
 CodY, 1910HR,,3
 PepF, 1910HR,,3
 Eno, 1910HR,,3
 HAM1, 1910HR,,3
 Rex, 1910HR,,3
 HrcA, 1910HR,,3
 GrpE, 1910HR,,3
 DnaJ, 1910HR,,3
 GntR, 1910HR,,3
 FlpS, 1910HR,,3
 pgdA, 1910HR,,3
 VraSR, 1910HR,,3
 MsmK, 1910HR,,3
 OTC, 1910HR,,3
 argR, 1910HR,,3
 PGK, 1910HR,,3
 BgaC, 1910HR,,3
 DivIVA, 1910HR,,3
 FBPS, 1910HR,,3
 GroEL, 1910HR,,3
 EF-Tu, 1910HR,,3
 ABC_1, 1910HR,,3
 PDH, 1910HR,,3
 IMPDH_1, 1910HR,,3
 FBA, 1910HR,,3
 LDH, 1910HK,,3
 Cps2E, 1910HK,,3
 Cps2F, 1910HK,,3
 Cps9E, 1910HK,,3
 manN, 1910HK,,3
 ArcD, 1910HK,,3
 SsPep, 1910HK,,3
 Fhb_1, 1910HK,0.25,3
 agaR2, 1910HK,,3
 Cps2B, 1910HK,,3
 cps2G, 1910HK,,3
 Cps2J, 1910HK,,3
 cps2L, 1910HK,,3
 NeuB, 1910HK,,3
 MRP, 1910HK,,3
 SP1, 1910HK,,3
 ciaH, 1910HK,,3
 prsA, 1910HK,,3
 Ssa, 1910HK,,3
 abpb, 1910HK,,3
 sly, 1910HK,,3
 HtpsC, 1910HK,,3
 lhk, 1910HK,,3
 lhr, 1910HK,,3
 1910HR, 1910HK,1.0,3
 1910HK, 1910HK,1.0,3
 ssnA, 1910HK,,3
 RggTR, 1910HK,,3
 SntA, 1910HK,,3
 Sbp2, 1910HK,,3
 TraG, 1910HK,,3
 hylA, 1910HK,,3
 rfeA, 1910HK,,3
 Tran, 1910HK,,3
 Hhly3, 1910HK,-0.13,3
 yzpA, 1910HK,,3
 gh92, 1910HK,1.0,3
 PnuC, 1910HK,,3
 cbp40omp40, 1910HK,,3
 HP1717, 1910HK,,3
 AtlAss, 1910HK,,3
 Fhbp, 1910HK,,3
 Fhb_2, 1910HK,,3
 ldeS, 1910HK,,3
 dltA, 1910HK,,3
 SspA, 1910HK,,3
 Zmp, 1910HK,,3
 atl_2, 1910HK,-0.17,3
 NisK, 1910HK,,3
 NisR, 1910HK,,3
 ABC_2, 1910HK,,3
 Sbp1, 1910HK,,3
 OppA, 1910HK,,3
 endoSS, 1910HK,1.0,3
 PK, 1910HK,,3
 KAR, 1910HK,,3
 IMPDH_2, 1910HK,,3
 GlnA, 1910HK,,3
 HtpsA, 1910HK,,3
 LuxS, 1910HK,,3
 Ssads, 1910HK,-0.13,3
 RelQ, 1910HK,,3
 srtA, 1910HK,,3
 HP1083, 1910HK,,3
 ciaR, 1910HK,,3
 mnmE, 1910HK,,3
 HP1538, 1910HK,,3
 CovR, 1910HK,,3
 lytR, 1910HK,,3
 RelA, 1910HK,,3
 GidA, 1910HK,,3
 GdpP, 1910HK,,3
 Stp, 1910HK,,3
 GAPDH, 1910HK,,3
 adhE, 1910HK,,3
 Stk, 1910HK,,3
 ClpX, 1910HK,,3
 pepT, 1910HK,,3
 ClpP, 1910HK,,3
 SspB, 1910HK,,3
 DnaK, 1910HK,,3
 CodY, 1910HK,,3
 PepF, 1910HK,,3
 Eno, 1910HK,,3
 HAM1, 1910HK,,3
 Rex, 1910HK,,3
 HrcA, 1910HK,,3
 GrpE, 1910HK,,3
 DnaJ, 1910HK,,3
 GntR, 1910HK,,3
 FlpS, 1910HK,,3
 pgdA, 1910HK,,3
 VraSR, 1910HK,,3
 MsmK, 1910HK,,3
 OTC, 1910HK,,3
 argR, 1910HK,,3
 PGK, 1910HK,,3
 BgaC, 1910HK,,3
 DivIVA, 1910HK,,3
 FBPS, 1910HK,,3
 GroEL, 1910HK,,3
 EF-Tu, 1910HK,,3
 ABC_1, 1910HK,,3
 PDH, 1910HK,,3
 IMPDH_1, 1910HK,,3
 FBA, 1910HK,,3
 LDH, ssnA,,3
 Cps2E, ssnA,,3
 Cps2F, ssnA,,3
 Cps9E, ssnA,,3
 manN, ssnA,,3
 ArcD, ssnA,,3
 SsPep, ssnA,,3
 Fhb_1, ssnA,,3
 agaR2, ssnA,,3
 Cps2B, ssnA,,3
 cps2G, ssnA,,3
 Cps2J, ssnA,,3
 cps2L, ssnA,,3
 NeuB, ssnA,,3
 MRP, ssnA,,3
 SP1, ssnA,,3
 ciaH, ssnA,,3
 prsA, ssnA,,3
 Ssa, ssnA,,3
 abpb, ssnA,,3
 sly, ssnA,,3
 HtpsC, ssnA,,3
 lhk, ssnA,,3
 lhr, ssnA,,3
 1910HR, ssnA,,3
 1910HK, ssnA,,3
 ssnA, ssnA,,3
 RggTR, ssnA,,3
 SntA, ssnA,,3
 Sbp2, ssnA,,3
 TraG, ssnA,,3
 hylA, ssnA,,3
 rfeA, ssnA,,3
 Tran, ssnA,,3
 Hhly3, ssnA,,3
 yzpA, ssnA,,3
 gh92, ssnA,,3
 PnuC, ssnA,,3
 cbp40omp40, ssnA,,3
 HP1717, ssnA,,3
 AtlAss, ssnA,,3
 Fhbp, ssnA,,3
 Fhb_2, ssnA,,3
 ldeS, ssnA,,3
 dltA, ssnA,,3
 SspA, ssnA,,3
 Zmp, ssnA,,3
 atl_2, ssnA,,3
 NisK, ssnA,,3
 NisR, ssnA,,3
 ABC_2, ssnA,,3
 Sbp1, ssnA,,3
 OppA, ssnA,,3
 endoSS, ssnA,,3
 PK, ssnA,,3
 KAR, ssnA,,3
 IMPDH_2, ssnA,,3
 GlnA, ssnA,,3
 HtpsA, ssnA,,3
 LuxS, ssnA,,3
 Ssads, ssnA,,3
 RelQ, ssnA,,3
 srtA, ssnA,,3
 HP1083, ssnA,,3
 ciaR, ssnA,,3
 mnmE, ssnA,,3
 HP1538, ssnA,,3
 CovR, ssnA,,3
 lytR, ssnA,,3
 RelA, ssnA,,3
 GidA, ssnA,,3
 GdpP, ssnA,,3
 Stp, ssnA,,3
 GAPDH, ssnA,,3
 adhE, ssnA,,3
 Stk, ssnA,,3
 ClpX, ssnA,,3
 pepT, ssnA,,3
 ClpP, ssnA,,3
 SspB, ssnA,,3
 DnaK, ssnA,,3
 CodY, ssnA,,3
 PepF, ssnA,,3
 Eno, ssnA,,3
 HAM1, ssnA,,3
 Rex, ssnA,,3
 HrcA, ssnA,,3
 GrpE, ssnA,,3
 DnaJ, ssnA,,3
 GntR, ssnA,,3
 FlpS, ssnA,,3
 pgdA, ssnA,,3
 VraSR, ssnA,,3
 MsmK, ssnA,,3
 OTC, ssnA,,3
 argR, ssnA,,3
 PGK, ssnA,,3
 BgaC, ssnA,,3
 DivIVA, ssnA,,3
 FBPS, ssnA,,3
 GroEL, ssnA,,3
 EF-Tu, ssnA,,3
 ABC_1, ssnA,,3
 PDH, ssnA,,3
 IMPDH_1, ssnA,,3
 FBA, ssnA,,3
 LDH, RggTR,,3
 Cps2E, RggTR,,3
 Cps2F, RggTR,,3
 Cps9E, RggTR,,3
 manN, RggTR,,3
 ArcD, RggTR,,3
 SsPep, RggTR,,3
 Fhb_1, RggTR,,3
 agaR2, RggTR,,3
 Cps2B, RggTR,,3
 cps2G, RggTR,,3
 Cps2J, RggTR,,3
 cps2L, RggTR,,3
 NeuB, RggTR,,3
 MRP, RggTR,,3
 SP1, RggTR,,3
 ciaH, RggTR,,3
 prsA, RggTR,,3
 Ssa, RggTR,,3
 abpb, RggTR,,3
 sly, RggTR,,3
 HtpsC, RggTR,,3
 lhk, RggTR,,3
 lhr, RggTR,,3
 1910HR, RggTR,,3
 1910HK, RggTR,,3
 ssnA, RggTR,,3
 RggTR, RggTR,,3
 SntA, RggTR,,3
 Sbp2, RggTR,,3
 TraG, RggTR,,3
 hylA, RggTR,,3
 rfeA, RggTR,,3
 Tran, RggTR,,3
 Hhly3, RggTR,,3
 yzpA, RggTR,,3
 gh92, RggTR,,3
 PnuC, RggTR,,3
 cbp40omp40, RggTR,,3
 HP1717, RggTR,,3
 AtlAss, RggTR,,3
 Fhbp, RggTR,,3
 Fhb_2, RggTR,,3
 ldeS, RggTR,,3
 dltA, RggTR,,3
 SspA, RggTR,,3
 Zmp, RggTR,,3
 atl_2, RggTR,,3
 NisK, RggTR,,3
 NisR, RggTR,,3
 ABC_2, RggTR,,3
 Sbp1, RggTR,,3
 OppA, RggTR,,3
 endoSS, RggTR,,3
 PK, RggTR,,3
 KAR, RggTR,,3
 IMPDH_2, RggTR,,3
 GlnA, RggTR,,3
 HtpsA, RggTR,,3
 LuxS, RggTR,,3
 Ssads, RggTR,,3
 RelQ, RggTR,,3
 srtA, RggTR,,3
 HP1083, RggTR,,3
 ciaR, RggTR,,3
 mnmE, RggTR,,3
 HP1538, RggTR,,3
 CovR, RggTR,,3
 lytR, RggTR,,3
 RelA, RggTR,,3
 GidA, RggTR,,3
 GdpP, RggTR,,3
 Stp, RggTR,,3
 GAPDH, RggTR,,3
 adhE, RggTR,,3
 Stk, RggTR,,3
 ClpX, RggTR,,3
 pepT, RggTR,,3
 ClpP, RggTR,,3
 SspB, RggTR,,3
 DnaK, RggTR,,3
 CodY, RggTR,,3
 PepF, RggTR,,3
 Eno, RggTR,,3
 HAM1, RggTR,,3
 Rex, RggTR,,3
 HrcA, RggTR,,3
 GrpE, RggTR,,3
 DnaJ, RggTR,,3
 GntR, RggTR,,3
 FlpS, RggTR,,3
 pgdA, RggTR,,3
 VraSR, RggTR,,3
 MsmK, RggTR,,3
 OTC, RggTR,,3
 argR, RggTR,,3
 PGK, RggTR,,3
 BgaC, RggTR,,3
 DivIVA, RggTR,,3
 FBPS, RggTR,,3
 GroEL, RggTR,,3
 EF-Tu, RggTR,,3
 ABC_1, RggTR,,3
 PDH, RggTR,,3
 IMPDH_1, RggTR,,3
 FBA, RggTR,,3
 LDH, SntA,,3
 Cps2E, SntA,,3
 Cps2F, SntA,,3
 Cps9E, SntA,,3
 manN, SntA,,3
 ArcD, SntA,,3
 SsPep, SntA,,3
 Fhb_1, SntA,,3
 agaR2, SntA,,3
 Cps2B, SntA,,3
 cps2G, SntA,,3
 Cps2J, SntA,,3
 cps2L, SntA,,3
 NeuB, SntA,,3
 MRP, SntA,,3
 SP1, SntA,,3
 ciaH, SntA,,3
 prsA, SntA,,3
 Ssa, SntA,,3
 abpb, SntA,,3
 sly, SntA,,3
 HtpsC, SntA,,3
 lhk, SntA,,3
 lhr, SntA,,3
 1910HR, SntA,,3
 1910HK, SntA,,3
 ssnA, SntA,,3
 RggTR, SntA,,3
 SntA, SntA,,3
 Sbp2, SntA,,3
 TraG, SntA,,3
 hylA, SntA,,3
 rfeA, SntA,,3
 Tran, SntA,,3
 Hhly3, SntA,,3
 yzpA, SntA,,3
 gh92, SntA,,3
 PnuC, SntA,,3
 cbp40omp40, SntA,,3
 HP1717, SntA,,3
 AtlAss, SntA,,3
 Fhbp, SntA,,3
 Fhb_2, SntA,,3
 ldeS, SntA,,3
 dltA, SntA,,3
 SspA, SntA,,3
 Zmp, SntA,,3
 atl_2, SntA,,3
 NisK, SntA,,3
 NisR, SntA,,3
 ABC_2, SntA,,3
 Sbp1, SntA,,3
 OppA, SntA,,3
 endoSS, SntA,,3
 PK, SntA,,3
 KAR, SntA,,3
 IMPDH_2, SntA,,3
 GlnA, SntA,,3
 HtpsA, SntA,,3
 LuxS, SntA,,3
 Ssads, SntA,,3
 RelQ, SntA,,3
 srtA, SntA,,3
 HP1083, SntA,,3
 ciaR, SntA,,3
 mnmE, SntA,,3
 HP1538, SntA,,3
 CovR, SntA,,3
 lytR, SntA,,3
 RelA, SntA,,3
 GidA, SntA,,3
 GdpP, SntA,,3
 Stp, SntA,,3
 GAPDH, SntA,,3
 adhE, SntA,,3
 Stk, SntA,,3
 ClpX, SntA,,3
 pepT, SntA,,3
 ClpP, SntA,,3
 SspB, SntA,,3
 DnaK, SntA,,3
 CodY, SntA,,3
 PepF, SntA,,3
 Eno, SntA,,3
 HAM1, SntA,,3
 Rex, SntA,,3
 HrcA, SntA,,3
 GrpE, SntA,,3
 DnaJ, SntA,,3
 GntR, SntA,,3
 FlpS, SntA,,3
 pgdA, SntA,,3
 VraSR, SntA,,3
 MsmK, SntA,,3
 OTC, SntA,,3
 argR, SntA,,3
 PGK, SntA,,3
 BgaC, SntA,,3
 DivIVA, SntA,,3
 FBPS, SntA,,3
 GroEL, SntA,,3
 EF-Tu, SntA,,3
 ABC_1, SntA,,3
 PDH, SntA,,3
 IMPDH_1, SntA,,3
 FBA, SntA,,3
 LDH, Sbp2,,3
 Cps2E, Sbp2,,3
 Cps2F, Sbp2,,3
 Cps9E, Sbp2,,3
 manN, Sbp2,,3
 ArcD, Sbp2,,3
 SsPep, Sbp2,,3
 Fhb_1, Sbp2,,3
 agaR2, Sbp2,,3
 Cps2B, Sbp2,,3
 cps2G, Sbp2,,3
 Cps2J, Sbp2,,3
 cps2L, Sbp2,,3
 NeuB, Sbp2,,3
 MRP, Sbp2,,3
 SP1, Sbp2,,3
 ciaH, Sbp2,,3
 prsA, Sbp2,,3
 Ssa, Sbp2,,3
 abpb, Sbp2,,3
 sly, Sbp2,,3
 HtpsC, Sbp2,,3
 lhk, Sbp2,,3
 lhr, Sbp2,,3
 1910HR, Sbp2,,3
 1910HK, Sbp2,,3
 ssnA, Sbp2,,3
 RggTR, Sbp2,,3
 SntA, Sbp2,,3
 Sbp2, Sbp2,,3
 TraG, Sbp2,,3
 hylA, Sbp2,,3
 rfeA, Sbp2,,3
 Tran, Sbp2,,3
 Hhly3, Sbp2,,3
 yzpA, Sbp2,,3
 gh92, Sbp2,,3
 PnuC, Sbp2,,3
 cbp40omp40, Sbp2,,3
 HP1717, Sbp2,,3
 AtlAss, Sbp2,,3
 Fhbp, Sbp2,,3
 Fhb_2, Sbp2,,3
 ldeS, Sbp2,,3
 dltA, Sbp2,,3
 SspA, Sbp2,,3
 Zmp, Sbp2,,3
 atl_2, Sbp2,,3
 NisK, Sbp2,,3
 NisR, Sbp2,,3
 ABC_2, Sbp2,,3
 Sbp1, Sbp2,,3
 OppA, Sbp2,,3
 endoSS, Sbp2,,3
 PK, Sbp2,,3
 KAR, Sbp2,,3
 IMPDH_2, Sbp2,,3
 GlnA, Sbp2,,3
 HtpsA, Sbp2,,3
 LuxS, Sbp2,,3
 Ssads, Sbp2,,3
 RelQ, Sbp2,,3
 srtA, Sbp2,,3
 HP1083, Sbp2,,3
 ciaR, Sbp2,,3
 mnmE, Sbp2,,3
 HP1538, Sbp2,,3
 CovR, Sbp2,,3
 lytR, Sbp2,,3
 RelA, Sbp2,,3
 GidA, Sbp2,,3
 GdpP, Sbp2,,3
 Stp, Sbp2,,3
 GAPDH, Sbp2,,3
 adhE, Sbp2,,3
 Stk, Sbp2,,3
 ClpX, Sbp2,,3
 pepT, Sbp2,,3
 ClpP, Sbp2,,3
 SspB, Sbp2,,3
 DnaK, Sbp2,,3
 CodY, Sbp2,,3
 PepF, Sbp2,,3
 Eno, Sbp2,,3
 HAM1, Sbp2,,3
 Rex, Sbp2,,3
 HrcA, Sbp2,,3
 GrpE, Sbp2,,3
 DnaJ, Sbp2,,3
 GntR, Sbp2,,3
 FlpS, Sbp2,,3
 pgdA, Sbp2,,3
 VraSR, Sbp2,,3
 MsmK, Sbp2,,3
 OTC, Sbp2,,3
 argR, Sbp2,,3
 PGK, Sbp2,,3
 BgaC, Sbp2,,3
 DivIVA, Sbp2,,3
 FBPS, Sbp2,,3
 GroEL, Sbp2,,3
 EF-Tu, Sbp2,,3
 ABC_1, Sbp2,,3
 PDH, Sbp2,,3
 IMPDH_1, Sbp2,,3
 FBA, Sbp2,,3
 LDH, TraG,,3
 Cps2E, TraG,,3
 Cps2F, TraG,,3
 Cps9E, TraG,,3
 manN, TraG,,3
 ArcD, TraG,,3
 SsPep, TraG,,3
 Fhb_1, TraG,,3
 agaR2, TraG,,3
 Cps2B, TraG,,3
 cps2G, TraG,,3
 Cps2J, TraG,,3
 cps2L, TraG,,3
 NeuB, TraG,,3
 MRP, TraG,,3
 SP1, TraG,,3
 ciaH, TraG,,3
 prsA, TraG,,3
 Ssa, TraG,,3
 abpb, TraG,,3
 sly, TraG,,3
 HtpsC, TraG,,3
 lhk, TraG,,3
 lhr, TraG,,3
 1910HR, TraG,,3
 1910HK, TraG,,3
 ssnA, TraG,,3
 RggTR, TraG,,3
 SntA, TraG,,3
 Sbp2, TraG,,3
 TraG, TraG,,3
 hylA, TraG,,3
 rfeA, TraG,,3
 Tran, TraG,,3
 Hhly3, TraG,,3
 yzpA, TraG,,3
 gh92, TraG,,3
 PnuC, TraG,,3
 cbp40omp40, TraG,,3
 HP1717, TraG,,3
 AtlAss, TraG,,3
 Fhbp, TraG,,3
 Fhb_2, TraG,,3
 ldeS, TraG,,3
 dltA, TraG,,3
 SspA, TraG,,3
 Zmp, TraG,,3
 atl_2, TraG,,3
 NisK, TraG,,3
 NisR, TraG,,3
 ABC_2, TraG,,3
 Sbp1, TraG,,3
 OppA, TraG,,3
 endoSS, TraG,,3
 PK, TraG,,3
 KAR, TraG,,3
 IMPDH_2, TraG,,3
 GlnA, TraG,,3
 HtpsA, TraG,,3
 LuxS, TraG,,3
 Ssads, TraG,,3
 RelQ, TraG,,3
 srtA, TraG,,3
 HP1083, TraG,,3
 ciaR, TraG,,3
 mnmE, TraG,,3
 HP1538, TraG,,3
 CovR, TraG,,3
 lytR, TraG,,3
 RelA, TraG,,3
 GidA, TraG,,3
 GdpP, TraG,,3
 Stp, TraG,,3
 GAPDH, TraG,,3
 adhE, TraG,,3
 Stk, TraG,,3
 ClpX, TraG,,3
 pepT, TraG,,3
 ClpP, TraG,,3
 SspB, TraG,,3
 DnaK, TraG,,3
 CodY, TraG,,3
 PepF, TraG,,3
 Eno, TraG,,3
 HAM1, TraG,,3
 Rex, TraG,,3
 HrcA, TraG,,3
 GrpE, TraG,,3
 DnaJ, TraG,,3
 GntR, TraG,,3
 FlpS, TraG,,3
 pgdA, TraG,,3
 VraSR, TraG,,3
 MsmK, TraG,,3
 OTC, TraG,,3
 argR, TraG,,3
 PGK, TraG,,3
 BgaC, TraG,,3
 DivIVA, TraG,,3
 FBPS, TraG,,3
 GroEL, TraG,,3
 EF-Tu, TraG,,3
 ABC_1, TraG,,3
 PDH, TraG,,3
 IMPDH_1, TraG,,3
 FBA, TraG,,3
 LDH, hylA,,3
 Cps2E, hylA,,3
 Cps2F, hylA,,3
 Cps9E, hylA,,3
 manN, hylA,,3
 ArcD, hylA,,3
 SsPep, hylA,,3
 Fhb_1, hylA,,3
 agaR2, hylA,,3
 Cps2B, hylA,,3
 cps2G, hylA,,3
 Cps2J, hylA,,3
 cps2L, hylA,,3
 NeuB, hylA,,3
 MRP, hylA,,3
 SP1, hylA,,3
 ciaH, hylA,,3
 prsA, hylA,,3
 Ssa, hylA,,3
 abpb, hylA,,3
 sly, hylA,,3
 HtpsC, hylA,,3
 lhk, hylA,,3
 lhr, hylA,,3
 1910HR, hylA,,3
 1910HK, hylA,,3
 ssnA, hylA,,3
 RggTR, hylA,,3
 SntA, hylA,,3
 Sbp2, hylA,,3
 TraG, hylA,,3
 hylA, hylA,,3
 rfeA, hylA,,3
 Tran, hylA,,3
 Hhly3, hylA,,3
 yzpA, hylA,,3
 gh92, hylA,,3
 PnuC, hylA,,3
 cbp40omp40, hylA,,3
 HP1717, hylA,,3
 AtlAss, hylA,,3
 Fhbp, hylA,,3
 Fhb_2, hylA,,3
 ldeS, hylA,,3
 dltA, hylA,,3
 SspA, hylA,,3
 Zmp, hylA,,3
 atl_2, hylA,,3
 NisK, hylA,,3
 NisR, hylA,,3
 ABC_2, hylA,,3
 Sbp1, hylA,,3
 OppA, hylA,,3
 endoSS, hylA,,3
 PK, hylA,,3
 KAR, hylA,,3
 IMPDH_2, hylA,,3
 GlnA, hylA,,3
 HtpsA, hylA,,3
 LuxS, hylA,,3
 Ssads, hylA,,3
 RelQ, hylA,,3
 srtA, hylA,,3
 HP1083, hylA,,3
 ciaR, hylA,,3
 mnmE, hylA,,3
 HP1538, hylA,,3
 CovR, hylA,,3
 lytR, hylA,,3
 RelA, hylA,,3
 GidA, hylA,,3
 GdpP, hylA,,3
 Stp, hylA,,3
 GAPDH, hylA,,3
 adhE, hylA,,3
 Stk, hylA,,3
 ClpX, hylA,,3
 pepT, hylA,,3
 ClpP, hylA,,3
 SspB, hylA,,3
 DnaK, hylA,,3
 CodY, hylA,,3
 PepF, hylA,,3
 Eno, hylA,,3
 HAM1, hylA,,3
 Rex, hylA,,3
 HrcA, hylA,,3
 GrpE, hylA,,3
 DnaJ, hylA,,3
 GntR, hylA,,3
 FlpS, hylA,,3
 pgdA, hylA,,3
 VraSR, hylA,,3
 MsmK, hylA,,3
 OTC, hylA,,3
 argR, hylA,,3
 PGK, hylA,,3
 BgaC, hylA,,3
 DivIVA, hylA,,3
 FBPS, hylA,,3
 GroEL, hylA,,3
 EF-Tu, hylA,,3
 ABC_1, hylA,,3
 PDH, hylA,,3
 IMPDH_1, hylA,,3
 FBA, hylA,,3
 LDH, rfeA,,3
 Cps2E, rfeA,,3
 Cps2F, rfeA,,3
 Cps9E, rfeA,,3
 manN, rfeA,,3
 ArcD, rfeA,,3
 SsPep, rfeA,,3
 Fhb_1, rfeA,,3
 agaR2, rfeA,,3
 Cps2B, rfeA,,3
 cps2G, rfeA,,3
 Cps2J, rfeA,,3
 cps2L, rfeA,,3
 NeuB, rfeA,,3
 MRP, rfeA,,3
 SP1, rfeA,,3
 ciaH, rfeA,,3
 prsA, rfeA,,3
 Ssa, rfeA,,3
 abpb, rfeA,,3
 sly, rfeA,,3
 HtpsC, rfeA,,3
 lhk, rfeA,,3
 lhr, rfeA,,3
 1910HR, rfeA,,3
 1910HK, rfeA,,3
 ssnA, rfeA,,3
 RggTR, rfeA,,3
 SntA, rfeA,,3
 Sbp2, rfeA,,3
 TraG, rfeA,,3
 hylA, rfeA,,3
 rfeA, rfeA,,3
 Tran, rfeA,,3
 Hhly3, rfeA,,3
 yzpA, rfeA,,3
 gh92, rfeA,,3
 PnuC, rfeA,,3
 cbp40omp40, rfeA,,3
 HP1717, rfeA,,3
 AtlAss, rfeA,,3
 Fhbp, rfeA,,3
 Fhb_2, rfeA,,3
 ldeS, rfeA,,3
 dltA, rfeA,,3
 SspA, rfeA,,3
 Zmp, rfeA,,3
 atl_2, rfeA,,3
 NisK, rfeA,,3
 NisR, rfeA,,3
 ABC_2, rfeA,,3
 Sbp1, rfeA,,3
 OppA, rfeA,,3
 endoSS, rfeA,,3
 PK, rfeA,,3
 KAR, rfeA,,3
 IMPDH_2, rfeA,,3
 GlnA, rfeA,,3
 HtpsA, rfeA,,3
 LuxS, rfeA,,3
 Ssads, rfeA,,3
 RelQ, rfeA,,3
 srtA, rfeA,,3
 HP1083, rfeA,,3
 ciaR, rfeA,,3
 mnmE, rfeA,,3
 HP1538, rfeA,,3
 CovR, rfeA,,3
 lytR, rfeA,,3
 RelA, rfeA,,3
 GidA, rfeA,,3
 GdpP, rfeA,,3
 Stp, rfeA,,3
 GAPDH, rfeA,,3
 adhE, rfeA,,3
 Stk, rfeA,,3
 ClpX, rfeA,,3
 pepT, rfeA,,3
 ClpP, rfeA,,3
 SspB, rfeA,,3
 DnaK, rfeA,,3
 CodY, rfeA,,3
 PepF, rfeA,,3
 Eno, rfeA,,3
 HAM1, rfeA,,3
 Rex, rfeA,,3
 HrcA, rfeA,,3
 GrpE, rfeA,,3
 DnaJ, rfeA,,3
 GntR, rfeA,,3
 FlpS, rfeA,,3
 pgdA, rfeA,,3
 VraSR, rfeA,,3
 MsmK, rfeA,,3
 OTC, rfeA,,3
 argR, rfeA,,3
 PGK, rfeA,,3
 BgaC, rfeA,,3
 DivIVA, rfeA,,3
 FBPS, rfeA,,3
 GroEL, rfeA,,3
 EF-Tu, rfeA,,3
 ABC_1, rfeA,,3
 PDH, rfeA,,3
 IMPDH_1, rfeA,,3
 FBA, rfeA,,3
 LDH, Tran,,3
 Cps2E, Tran,,3
 Cps2F, Tran,,3
 Cps9E, Tran,,3
 manN, Tran,,3
 ArcD, Tran,,3
 SsPep, Tran,,3
 Fhb_1, Tran,,3
 agaR2, Tran,,3
 Cps2B, Tran,,3
 cps2G, Tran,,3
 Cps2J, Tran,,3
 cps2L, Tran,,3
 NeuB, Tran,,3
 MRP, Tran,,3
 SP1, Tran,,3
 ciaH, Tran,,3
 prsA, Tran,,3
 Ssa, Tran,,3
 abpb, Tran,,3
 sly, Tran,,3
