Row,Column,Phi,Cluster
 atl_2, GntR,,4
 NisK, GntR,,4
 NisR, GntR,,4
 ABC_2, GntR,,4
 Sbp1, GntR,,4
 OppA, GntR,,4
 endoSS, GntR,,4
 PK, GntR,,4
 KAR, GntR,,4
 IMPDH_2, GntR,,4
 GlnA, GntR,,4
 HtpsA, GntR,,4
 LuxS, GntR,,4
 Ssads, GntR,,4
 RelQ, GntR,,4
 srtA, GntR,,4
 HP1083, GntR,,4
 ciaR, GntR,,4
 mnmE, GntR,,4
 HP1538, GntR,,4
 CovR, GntR,,4
 lytR, GntR,,4
 RelA, GntR,,4
 GidA, GntR,,4
 GdpP, GntR,,4
 Stp, GntR,,4
 GAPDH, GntR,,4
 adhE, GntR,,4
 Stk, GntR,,4
 ClpX, GntR,,4
 pepT, GntR,,4
 ClpP, GntR,,4
 SspB, GntR,,4
 DnaK, GntR,,4
 CodY, GntR,,4
 PepF, GntR,,4
 Eno, GntR,,4
 HAM1, GntR,,4
 Rex, GntR,,4
 HrcA, GntR,,4
 GrpE, GntR,,4
 DnaJ, GntR,,4
 GntR, GntR,,4
 FlpS, GntR,,4
 pgdA, GntR,,4
 VraSR, GntR,,4
 MsmK, GntR,,4
 OTC, GntR,,4
 argR, GntR,,4
 PGK, GntR,,4
 BgaC, GntR,,4
 DivIVA, GntR,,4
 FBPS, GntR,,4
 GroEL, GntR,,4
 EF-Tu, GntR,,4
 ABC_1, GntR,,4
 PDH, GntR,,4
 IMPDH_1, GntR,,4
 FBA, GntR,,4
 LDH, FlpS,,4
 Cps2E, FlpS,,4
 Cps2F, FlpS,,4
 Cps9E, FlpS,,4
 manN, FlpS,,4
 ArcD, FlpS,,4
 SsPep, FlpS,,4
 Fhb_1, FlpS,,4
 agaR2, FlpS,,4
 Cps2B, FlpS,,4
 cps2G, FlpS,,4
 Cps2J, FlpS,,4
 cps2L, FlpS,,4
 NeuB, FlpS,,4
 MRP, FlpS,,4
 SP1, FlpS,,4
 ciaH, FlpS,,4
 prsA, FlpS,,4
 Ssa, FlpS,,4
 abpb, FlpS,,4
 sly, FlpS,,4
 HtpsC, FlpS,,4
 lhk, FlpS,,4
 lhr, FlpS,,4
 1910HR, FlpS,,4
 1910HK, FlpS,,4
 ssnA, FlpS,,4
 RggTR, FlpS,,4
 SntA, FlpS,,4
 Sbp2, FlpS,,4
 TraG, FlpS,,4
 hylA, FlpS,,4
 rfeA, FlpS,,4
 Tran, FlpS,,4
 Hhly3, FlpS,,4
 yzpA, FlpS,,4
 gh92, FlpS,,4
 PnuC, FlpS,,4
 cbp40omp40, FlpS,,4
 HP1717, FlpS,,4
 AtlAss, FlpS,,4
 Fhbp, FlpS,,4
 Fhb_2, FlpS,,4
 ldeS, FlpS,,4
 dltA, FlpS,,4
 SspA, FlpS,,4
 Zmp, FlpS,,4
 atl_2, FlpS,,4
 NisK, FlpS,,4
 NisR, FlpS,,4
 ABC_2, FlpS,,4
 Sbp1, FlpS,,4
 OppA, FlpS,,4
 endoSS, FlpS,,4
 PK, FlpS,,4
 KAR, FlpS,,4
 IMPDH_2, FlpS,,4
 GlnA, FlpS,,4
 HtpsA, FlpS,,4
 LuxS, FlpS,,4
 Ssads, FlpS,,4
 RelQ, FlpS,,4
 srtA, FlpS,,4
 HP1083, FlpS,,4
 ciaR, FlpS,,4
 mnmE, FlpS,,4
 HP1538, FlpS,,4
 CovR, FlpS,,4
 lytR, FlpS,,4
 RelA, FlpS,,4
 GidA, FlpS,,4
 GdpP, FlpS,,4
 Stp, FlpS,,4
 GAPDH, FlpS,,4
 adhE, FlpS,,4
 Stk, FlpS,,4
 ClpX, FlpS,,4
 pepT, FlpS,,4
 ClpP, FlpS,,4
 SspB, FlpS,,4
 DnaK, FlpS,,4
 CodY, FlpS,,4
 PepF, FlpS,,4
 Eno, FlpS,,4
 HAM1, FlpS,,4
 Rex, FlpS,,4
 HrcA, FlpS,,4
 GrpE, FlpS,,4
 DnaJ, FlpS,,4
 GntR, FlpS,,4
 FlpS, FlpS,,4
 pgdA, FlpS,,4
 VraSR, FlpS,,4
 MsmK, FlpS,,4
 OTC, FlpS,,4
 argR, FlpS,,4
 PGK, FlpS,,4
 BgaC, FlpS,,4
 DivIVA, FlpS,,4
 FBPS, FlpS,,4
 GroEL, FlpS,,4
 EF-Tu, FlpS,,4
 ABC_1, FlpS,,4
 PDH, FlpS,,4
 IMPDH_1, FlpS,,4
 FBA, FlpS,,4
 LDH, pgdA,,4
 Cps2E, pgdA,,4
 Cps2F, pgdA,,4
 Cps9E, pgdA,,4
 manN, pgdA,,4
 ArcD, pgdA,,4
 SsPep, pgdA,,4
 Fhb_1, pgdA,,4
 agaR2, pgdA,,4
 Cps2B, pgdA,,4
 cps2G, pgdA,,4
 Cps2J, pgdA,,4
 cps2L, pgdA,,4
 NeuB, pgdA,,4
 MRP, pgdA,,4
 SP1, pgdA,,4
 ciaH, pgdA,,4
 prsA, pgdA,,4
 Ssa, pgdA,,4
 abpb, pgdA,,4
 sly, pgdA,,4
 HtpsC, pgdA,,4
 lhk, pgdA,,4
 lhr, pgdA,,4
 1910HR, pgdA,,4
 1910HK, pgdA,,4
 ssnA, pgdA,,4
 RggTR, pgdA,,4
 SntA, pgdA,,4
 Sbp2, pgdA,,4
 TraG, pgdA,,4
 hylA, pgdA,,4
 rfeA, pgdA,,4
 Tran, pgdA,,4
 Hhly3, pgdA,,4
 yzpA, pgdA,,4
 gh92, pgdA,,4
 PnuC, pgdA,,4
 cbp40omp40, pgdA,,4
 HP1717, pgdA,,4
 AtlAss, pgdA,,4
 Fhbp, pgdA,,4
 Fhb_2, pgdA,,4
 ldeS, pgdA,,4
 dltA, pgdA,,4
 SspA, pgdA,,4
 Zmp, pgdA,,4
 atl_2, pgdA,,4
 NisK, pgdA,,4
 NisR, pgdA,,4
 ABC_2, pgdA,,4
 Sbp1, pgdA,,4
 OppA, pgdA,,4
 endoSS, pgdA,,4
 PK, pgdA,,4
 KAR, pgdA,,4
 IMPDH_2, pgdA,,4
 GlnA, pgdA,,4
 HtpsA, pgdA,,4
 LuxS, pgdA,,4
 Ssads, pgdA,,4
 RelQ, pgdA,,4
 srtA, pgdA,,4
 HP1083, pgdA,,4
 ciaR, pgdA,,4
 mnmE, pgdA,,4
 HP1538, pgdA,,4
 CovR, pgdA,,4
 lytR, pgdA,,4
 RelA, pgdA,,4
 GidA, pgdA,,4
 GdpP, pgdA,,4
 Stp, pgdA,,4
 GAPDH, pgdA,,4
 adhE, pgdA,,4
 Stk, pgdA,,4
 ClpX, pgdA,,4
 pepT, pgdA,,4
 ClpP, pgdA,,4
 SspB, pgdA,,4
 DnaK, pgdA,,4
 CodY, pgdA,,4
 PepF, pgdA,,4
 Eno, pgdA,,4
 HAM1, pgdA,,4
 Rex, pgdA,,4
 HrcA, pgdA,,4
 GrpE, pgdA,,4
 DnaJ, pgdA,,4
 GntR, pgdA,,4
 FlpS, pgdA,,4
 pgdA, pgdA,,4
 VraSR, pgdA,,4
 MsmK, pgdA,,4
 OTC, pgdA,,4
 argR, pgdA,,4
 PGK, pgdA,,4
 BgaC, pgdA,,4
 DivIVA, pgdA,,4
 FBPS, pgdA,,4
 GroEL, pgdA,,4
 EF-Tu, pgdA,,4
 ABC_1, pgdA,,4
 PDH, pgdA,,4
 IMPDH_1, pgdA,,4
 FBA, pgdA,,4
 LDH, VraSR,,4
 Cps2E, VraSR,,4
 Cps2F, VraSR,,4
 Cps9E, VraSR,,4
 manN, VraSR,,4
 ArcD, VraSR,,4
 SsPep, VraSR,,4
 Fhb_1, VraSR,,4
 agaR2, VraSR,,4
 Cps2B, VraSR,,4
 cps2G, VraSR,,4
 Cps2J, VraSR,,4
 cps2L, VraSR,,4
 NeuB, VraSR,,4
 MRP, VraSR,,4
 SP1, VraSR,,4
 ciaH, VraSR,,4
 prsA, VraSR,,4
 Ssa, VraSR,,4
 abpb, VraSR,,4
 sly, VraSR,,4
 HtpsC, VraSR,,4
 lhk, VraSR,,4
 lhr, VraSR,,4
 1910HR, VraSR,,4
 1910HK, VraSR,,4
 ssnA, VraSR,,4
 RggTR, VraSR,,4
 SntA, VraSR,,4
 Sbp2, VraSR,,4
 TraG, VraSR,,4
 hylA, VraSR,,4
 rfeA, VraSR,,4
 Tran, VraSR,,4
 Hhly3, VraSR,,4
 yzpA, VraSR,,4
 gh92, VraSR,,4
 PnuC, VraSR,,4
 cbp40omp40, VraSR,,4
 HP1717, VraSR,,4
 AtlAss, VraSR,,4
 Fhbp, VraSR,,4
 Fhb_2, VraSR,,4
 ldeS, VraSR,,4
 dltA, VraSR,,4
 SspA, VraSR,,4
 Zmp, VraSR,,4
 atl_2, VraSR,,4
 NisK, VraSR,,4
 NisR, VraSR,,4
 ABC_2, VraSR,,4
 Sbp1, VraSR,,4
 OppA, VraSR,,4
 endoSS, VraSR,,4
 PK, VraSR,,4
 KAR, VraSR,,4
 IMPDH_2, VraSR,,4
 GlnA, VraSR,,4
 HtpsA, VraSR,,4
 LuxS, VraSR,,4
 Ssads, VraSR,,4
 RelQ, VraSR,,4
 srtA, VraSR,,4
 HP1083, VraSR,,4
 ciaR, VraSR,,4
 mnmE, VraSR,,4
 HP1538, VraSR,,4
 CovR, VraSR,,4
 lytR, VraSR,,4
 RelA, VraSR,,4
 GidA, VraSR,,4
 GdpP, VraSR,,4
 Stp, VraSR,,4
 GAPDH, VraSR,,4
 adhE, VraSR,,4
 Stk, VraSR,,4
 ClpX, VraSR,,4
 pepT, VraSR,,4
 ClpP, VraSR,,4
 SspB, VraSR,,4
 DnaK, VraSR,,4
 CodY, VraSR,,4
 PepF, VraSR,,4
 Eno, VraSR,,4
 HAM1, VraSR,,4
 Rex, VraSR,,4
 HrcA, VraSR,,4
 GrpE, VraSR,,4
 DnaJ, VraSR,,4
 GntR, VraSR,,4
 FlpS, VraSR,,4
 pgdA, VraSR,,4
 VraSR, VraSR,,4
 MsmK, VraSR,,4
 OTC, VraSR,,4
 argR, VraSR,,4
 PGK, VraSR,,4
 BgaC, VraSR,,4
 DivIVA, VraSR,,4
 FBPS, VraSR,,4
 GroEL, VraSR,,4
 EF-Tu, VraSR,,4
 ABC_1, VraSR,,4
 PDH, VraSR,,4
 IMPDH_1, VraSR,,4
 FBA, VraSR,,4
 LDH, MsmK,,4
 Cps2E, MsmK,,4
 Cps2F, MsmK,,4
 Cps9E, MsmK,,4
 manN, MsmK,,4
 ArcD, MsmK,,4
 SsPep, MsmK,,4
 Fhb_1, MsmK,,4
 agaR2, MsmK,,4
 Cps2B, MsmK,,4
 cps2G, MsmK,,4
 Cps2J, MsmK,,4
 cps2L, MsmK,,4
 NeuB, MsmK,,4
 MRP, MsmK,,4
 SP1, MsmK,,4
 ciaH, MsmK,,4
 prsA, MsmK,,4
 Ssa, MsmK,,4
 abpb, MsmK,,4
 sly, MsmK,,4
 HtpsC, MsmK,,4
 lhk, MsmK,,4
 lhr, MsmK,,4
 1910HR, MsmK,,4
 1910HK, MsmK,,4
 ssnA, MsmK,,4
 RggTR, MsmK,,4
 SntA, MsmK,,4
 Sbp2, MsmK,,4
 TraG, MsmK,,4
 hylA, MsmK,,4
 rfeA, MsmK,,4
 Tran, MsmK,,4
 Hhly3, MsmK,,4
 yzpA, MsmK,,4
 gh92, MsmK,,4
 PnuC, MsmK,,4
 cbp40omp40, MsmK,,4
 HP1717, MsmK,,4
 AtlAss, MsmK,,4
 Fhbp, MsmK,,4
 Fhb_2, MsmK,,4
 ldeS, MsmK,,4
 dltA, MsmK,,4
 SspA, MsmK,,4
 Zmp, MsmK,,4
 atl_2, MsmK,,4
 NisK, MsmK,,4
 NisR, MsmK,,4
 ABC_2, MsmK,,4
 Sbp1, MsmK,,4
 OppA, MsmK,,4
 endoSS, MsmK,,4
 PK, MsmK,,4
 KAR, MsmK,,4
 IMPDH_2, MsmK,,4
 GlnA, MsmK,,4
 HtpsA, MsmK,,4
 LuxS, MsmK,,4
 Ssads, MsmK,,4
 RelQ, MsmK,,4
 srtA, MsmK,,4
 HP1083, MsmK,,4
 ciaR, MsmK,,4
 mnmE, MsmK,,4
 HP1538, MsmK,,4
 CovR, MsmK,,4
 lytR, MsmK,,4
 RelA, MsmK,,4
 GidA, MsmK,,4
 GdpP, MsmK,,4
 Stp, MsmK,,4
 GAPDH, MsmK,,4
 adhE, MsmK,,4
 Stk, MsmK,,4
 ClpX, MsmK,,4
 pepT, MsmK,,4
 ClpP, MsmK,,4
 SspB, MsmK,,4
 DnaK, MsmK,,4
 CodY, MsmK,,4
 PepF, MsmK,,4
 Eno, MsmK,,4
 HAM1, MsmK,,4
 Rex, MsmK,,4
 HrcA, MsmK,,4
 GrpE, MsmK,,4
 DnaJ, MsmK,,4
 GntR, MsmK,,4
 FlpS, MsmK,,4
 pgdA, MsmK,,4
 VraSR, MsmK,,4
 MsmK, MsmK,,4
 OTC, MsmK,,4
 argR, MsmK,,4
 PGK, MsmK,,4
 BgaC, MsmK,,4
 DivIVA, MsmK,,4
 FBPS, MsmK,,4
 GroEL, MsmK,,4
 EF-Tu, MsmK,,4
 ABC_1, MsmK,,4
 PDH, MsmK,,4
 IMPDH_1, MsmK,,4
 FBA, MsmK,,4
 LDH, OTC,,4
 Cps2E, OTC,,4
 Cps2F, OTC,,4
 Cps9E, OTC,,4
 manN, OTC,,4
 ArcD, OTC,,4
 SsPep, OTC,,4
 Fhb_1, OTC,,4
 agaR2, OTC,,4
 Cps2B, OTC,,4
 cps2G, OTC,,4
 Cps2J, OTC,,4
 cps2L, OTC,,4
 NeuB, OTC,,4
 MRP, OTC,,4
 SP1, OTC,,4
 ciaH, OTC,,4
 prsA, OTC,,4
 Ssa, OTC,,4
 abpb, OTC,,4
 sly, OTC,,4
 HtpsC, OTC,,4
 lhk, OTC,,4
 lhr, OTC,,4
 1910HR, OTC,,4
 1910HK, OTC,,4
 ssnA, OTC,,4
 RggTR, OTC,,4
 SntA, OTC,,4
 Sbp2, OTC,,4
 TraG, OTC,,4
 hylA, OTC,,4
 rfeA, OTC,,4
 Tran, OTC,,4
 Hhly3, OTC,,4
 yzpA, OTC,,4
 gh92, OTC,,4
 PnuC, OTC,,4
 cbp40omp40, OTC,,4
 HP1717, OTC,,4
 AtlAss, OTC,,4
 Fhbp, OTC,,4
 Fhb_2, OTC,,4
 ldeS, OTC,,4
 dltA, OTC,,4
 SspA, OTC,,4
 Zmp, OTC,,4
 atl_2, OTC,,4
 NisK, OTC,,4
 NisR, OTC,,4
 ABC_2, OTC,,4
 Sbp1, OTC,,4
 OppA, OTC,,4
 endoSS, OTC,,4
 PK, OTC,,4
 KAR, OTC,,4
 IMPDH_2, OTC,,4
 GlnA, OTC,,4
 HtpsA, OTC,,4
 LuxS, OTC,,4
 Ssads, OTC,,4
 RelQ, OTC,,4
 srtA, OTC,,4
 HP1083, OTC,,4
 ciaR, OTC,,4
 mnmE, OTC,,4
 HP1538, OTC,,4
 CovR, OTC,,4
 lytR, OTC,,4
 RelA, OTC,,4
 GidA, OTC,,4
 GdpP, OTC,,4
 Stp, OTC,,4
 GAPDH, OTC,,4
 adhE, OTC,,4
 Stk, OTC,,4
 ClpX, OTC,,4
 pepT, OTC,,4
 ClpP, OTC,,4
 SspB, OTC,,4
 DnaK, OTC,,4
 CodY, OTC,,4
 PepF, OTC,,4
 Eno, OTC,,4
 HAM1, OTC,,4
 Rex, OTC,,4
 HrcA, OTC,,4
 GrpE, OTC,,4
 DnaJ, OTC,,4
 GntR, OTC,,4
 FlpS, OTC,,4
 pgdA, OTC,,4
 VraSR, OTC,,4
 MsmK, OTC,,4
 OTC, OTC,,4
 argR, OTC,,4
 PGK, OTC,,4
 BgaC, OTC,,4
 DivIVA, OTC,,4
 FBPS, OTC,,4
 GroEL, OTC,,4
 EF-Tu, OTC,,4
 ABC_1, OTC,,4
 PDH, OTC,,4
 IMPDH_1, OTC,,4
 FBA, OTC,,4
 LDH, argR,,4
 Cps2E, argR,,4
 Cps2F, argR,,4
 Cps9E, argR,,4
 manN, argR,,4
 ArcD, argR,,4
 SsPep, argR,,4
 Fhb_1, argR,,4
 agaR2, argR,,4
 Cps2B, argR,,4
 cps2G, argR,,4
 Cps2J, argR,,4
 cps2L, argR,,4
 NeuB, argR,,4
 MRP, argR,,4
 SP1, argR,,4
 ciaH, argR,,4
 prsA, argR,,4
 Ssa, argR,,4
 abpb, argR,,4
 sly, argR,,4
 HtpsC, argR,,4
 lhk, argR,,4
 lhr, argR,,4
 1910HR, argR,,4
 1910HK, argR,,4
 ssnA, argR,,4
 RggTR, argR,,4
 SntA, argR,,4
 Sbp2, argR,,4
 TraG, argR,,4
 hylA, argR,,4
 rfeA, argR,,4
 Tran, argR,,4
 Hhly3, argR,,4
 yzpA, argR,,4
 gh92, argR,,4
 PnuC, argR,,4
 cbp40omp40, argR,,4
 HP1717, argR,,4
 AtlAss, argR,,4
 Fhbp, argR,,4
 Fhb_2, argR,,4
 ldeS, argR,,4
 dltA, argR,,4
 SspA, argR,,4
 Zmp, argR,,4
 atl_2, argR,,4
 NisK, argR,,4
 NisR, argR,,4
 ABC_2, argR,,4
 Sbp1, argR,,4
 OppA, argR,,4
 endoSS, argR,,4
 PK, argR,,4
 KAR, argR,,4
 IMPDH_2, argR,,4
 GlnA, argR,,4
 HtpsA, argR,,4
 LuxS, argR,,4
 Ssads, argR,,4
 RelQ, argR,,4
 srtA, argR,,4
 HP1083, argR,,4
 ciaR, argR,,4
 mnmE, argR,,4
 HP1538, argR,,4
 CovR, argR,,4
 lytR, argR,,4
 RelA, argR,,4
 GidA, argR,,4
 GdpP, argR,,4
 Stp, argR,,4
 GAPDH, argR,,4
 adhE, argR,,4
 Stk, argR,,4
 ClpX, argR,,4
 pepT, argR,,4
 ClpP, argR,,4
 SspB, argR,,4
 DnaK, argR,,4
 CodY, argR,,4
 PepF, argR,,4
 Eno, argR,,4
 HAM1, argR,,4
 Rex, argR,,4
 HrcA, argR,,4
 GrpE, argR,,4
 DnaJ, argR,,4
 GntR, argR,,4
 FlpS, argR,,4
 pgdA, argR,,4
 VraSR, argR,,4
 MsmK, argR,,4
 OTC, argR,,4
 argR, argR,,4
 PGK, argR,,4
 BgaC, argR,,4
 DivIVA, argR,,4
 FBPS, argR,,4
 GroEL, argR,,4
 EF-Tu, argR,,4
 ABC_1, argR,,4
 PDH, argR,,4
 IMPDH_1, argR,,4
 FBA, argR,,4
 LDH, PGK,,4
 Cps2E, PGK,,4
 Cps2F, PGK,,4
 Cps9E, PGK,,4
 manN, PGK,,4
 ArcD, PGK,,4
 SsPep, PGK,,4
 Fhb_1, PGK,,4
 agaR2, PGK,,4
 Cps2B, PGK,,4
 cps2G, PGK,,4
 Cps2J, PGK,,4
 cps2L, PGK,,4
 NeuB, PGK,,4
 MRP, PGK,,4
 SP1, PGK,,4
 ciaH, PGK,,4
 prsA, PGK,,4
 Ssa, PGK,,4
 abpb, PGK,,4
 sly, PGK,,4
 HtpsC, PGK,,4
 lhk, PGK,,4
 lhr, PGK,,4
 1910HR, PGK,,4
 1910HK, PGK,,4
 ssnA, PGK,,4
 RggTR, PGK,,4
 SntA, PGK,,4
 Sbp2, PGK,,4
 TraG, PGK,,4
 hylA, PGK,,4
 rfeA, PGK,,4
 Tran, PGK,,4
 Hhly3, PGK,,4
 yzpA, PGK,,4
 gh92, PGK,,4
 PnuC, PGK,,4
 cbp40omp40, PGK,,4
 HP1717, PGK,,4
 AtlAss, PGK,,4
 Fhbp, PGK,,4
 Fhb_2, PGK,,4
 ldeS, PGK,,4
 dltA, PGK,,4
 SspA, PGK,,4
 Zmp, PGK,,4
 atl_2, PGK,,4
 NisK, PGK,,4
 NisR, PGK,,4
 ABC_2, PGK,,4
 Sbp1, PGK,,4
 OppA, PGK,,4
 endoSS, PGK,,4
 PK, PGK,,4
 KAR, PGK,,4
 IMPDH_2, PGK,,4
 GlnA, PGK,,4
 HtpsA, PGK,,4
 LuxS, PGK,,4
 Ssads, PGK,,4
 RelQ, PGK,,4
 srtA, PGK,,4
 HP1083, PGK,,4
 ciaR, PGK,,4
 mnmE, PGK,,4
 HP1538, PGK,,4
 CovR, PGK,,4
 lytR, PGK,,4
 RelA, PGK,,4
 GidA, PGK,,4
 GdpP, PGK,,4
 Stp, PGK,,4
 GAPDH, PGK,,4
 adhE, PGK,,4
 Stk, PGK,,4
 ClpX, PGK,,4
 pepT, PGK,,4
 ClpP, PGK,,4
 SspB, PGK,,4
 DnaK, PGK,,4
 CodY, PGK,,4
 PepF, PGK,,4
 Eno, PGK,,4
 HAM1, PGK,,4
 Rex, PGK,,4
 HrcA, PGK,,4
 GrpE, PGK,,4
 DnaJ, PGK,,4
 GntR, PGK,,4
 FlpS, PGK,,4
 pgdA, PGK,,4
 VraSR, PGK,,4
 MsmK, PGK,,4
 OTC, PGK,,4
 argR, PGK,,4
 PGK, PGK,,4
 BgaC, PGK,,4
 DivIVA, PGK,,4
 FBPS, PGK,,4
 GroEL, PGK,,4
 EF-Tu, PGK,,4
 ABC_1, PGK,,4
 PDH, PGK,,4
 IMPDH_1, PGK,,4
 FBA, PGK,,4
 LDH, BgaC,,4
 Cps2E, BgaC,,4
 Cps2F, BgaC,,4
 Cps9E, BgaC,,4
 manN, BgaC,,4
 ArcD, BgaC,,4
 SsPep, BgaC,,4
 Fhb_1, BgaC,,4
 agaR2, BgaC,,4
 Cps2B, BgaC,,4
 cps2G, BgaC,,4
 Cps2J, BgaC,,4
 cps2L, BgaC,,4
 NeuB, BgaC,,4
 MRP, BgaC,,4
 SP1, BgaC,,4
 ciaH, BgaC,,4
 prsA, BgaC,,4
 Ssa, BgaC,,4
 abpb, BgaC,,4
 sly, BgaC,,4
 HtpsC, BgaC,,4
 lhk, BgaC,,4
 lhr, BgaC,,4
 1910HR, BgaC,,4
 1910HK, BgaC,,4
 ssnA, BgaC,,4
 RggTR, BgaC,,4
 SntA, BgaC,,4
 Sbp2, BgaC,,4
 TraG, BgaC,,4
 hylA, BgaC,,4
 rfeA, BgaC,,4
 Tran, BgaC,,4
 Hhly3, BgaC,,4
 yzpA, BgaC,,4
 gh92, BgaC,,4
 PnuC, BgaC,,4
 cbp40omp40, BgaC,,4
 HP1717, BgaC,,4
 AtlAss, BgaC,,4
 Fhbp, BgaC,,4
 Fhb_2, BgaC,,4
 ldeS, BgaC,,4
 dltA, BgaC,,4
 SspA, BgaC,,4
 Zmp, BgaC,,4
 atl_2, BgaC,,4
 NisK, BgaC,,4
 NisR, BgaC,,4
 ABC_2, BgaC,,4
 Sbp1, BgaC,,4
 OppA, BgaC,,4
 endoSS, BgaC,,4
 PK, BgaC,,4
 KAR, BgaC,,4
 IMPDH_2, BgaC,,4
 GlnA, BgaC,,4
 HtpsA, BgaC,,4
 LuxS, BgaC,,4
 Ssads, BgaC,,4
 RelQ, BgaC,,4
 srtA, BgaC,,4
 HP1083, BgaC,,4
 ciaR, BgaC,,4
 mnmE, BgaC,,4
 HP1538, BgaC,,4
 CovR, BgaC,,4
 lytR, BgaC,,4
 RelA, BgaC,,4
 GidA, BgaC,,4
 GdpP, BgaC,,4
 Stp, BgaC,,4
 GAPDH, BgaC,,4
 adhE, BgaC,,4
 Stk, BgaC,,4
 ClpX, BgaC,,4
 pepT, BgaC,,4
 ClpP, BgaC,,4
 SspB, BgaC,,4
 DnaK, BgaC,,4
 CodY, BgaC,,4
 PepF, BgaC,,4
 Eno, BgaC,,4
 HAM1, BgaC,,4
 Rex, BgaC,,4
 HrcA, BgaC,,4
 GrpE, BgaC,,4
 DnaJ, BgaC,,4
 GntR, BgaC,,4
 FlpS, BgaC,,4
 pgdA, BgaC,,4
 VraSR, BgaC,,4
 MsmK, BgaC,,4
 OTC, BgaC,,4
 argR, BgaC,,4
 PGK, BgaC,,4
 BgaC, BgaC,,4
 DivIVA, BgaC,,4
 FBPS, BgaC,,4
 GroEL, BgaC,,4
 EF-Tu, BgaC,,4
 ABC_1, BgaC,,4
 PDH, BgaC,,4
 IMPDH_1, BgaC,,4
 FBA, BgaC,,4
 LDH, DivIVA,,4
 Cps2E, DivIVA,,4
 Cps2F, DivIVA,,4
 Cps9E, DivIVA,,4
 manN, DivIVA,,4
 ArcD, DivIVA,,4
 SsPep, DivIVA,,4
 Fhb_1, DivIVA,,4
 agaR2, DivIVA,,4
 Cps2B, DivIVA,,4
 cps2G, DivIVA,,4
 Cps2J, DivIVA,,4
 cps2L, DivIVA,,4
 NeuB, DivIVA,,4
 MRP, DivIVA,,4
 SP1, DivIVA,,4
 ciaH, DivIVA,,4
 prsA, DivIVA,,4
 Ssa, DivIVA,,4
 abpb, DivIVA,,4
 sly, DivIVA,,4
 HtpsC, DivIVA,,4
 lhk, DivIVA,,4
 lhr, DivIVA,,4
 1910HR, DivIVA,,4
 1910HK, DivIVA,,4
 ssnA, DivIVA,,4
 RggTR, DivIVA,,4
 SntA, DivIVA,,4
 Sbp2, DivIVA,,4
 TraG, DivIVA,,4
 hylA, DivIVA,,4
 rfeA, DivIVA,,4
 Tran, DivIVA,,4
 Hhly3, DivIVA,,4
 yzpA, DivIVA,,4
 gh92, DivIVA,,4
 PnuC, DivIVA,,4
 cbp40omp40, DivIVA,,4
 HP1717, DivIVA,,4
 AtlAss, DivIVA,,4
 Fhbp, DivIVA,,4
 Fhb_2, DivIVA,,4
 ldeS, DivIVA,,4
 dltA, DivIVA,,4
 SspA, DivIVA,,4
 Zmp, DivIVA,,4
 atl_2, DivIVA,,4
 NisK, DivIVA,,4
 NisR, DivIVA,,4
 ABC_2, DivIVA,,4
 Sbp1, DivIVA,,4
 OppA, DivIVA,,4
 endoSS, DivIVA,,4
 PK, DivIVA,,4
 KAR, DivIVA,,4
 IMPDH_2, DivIVA,,4
 GlnA, DivIVA,,4
 HtpsA, DivIVA,,4
 LuxS, DivIVA,,4
 Ssads, DivIVA,,4
 RelQ, DivIVA,,4
 srtA, DivIVA,,4
 HP1083, DivIVA,,4
 ciaR, DivIVA,,4
 mnmE, DivIVA,,4
 HP1538, DivIVA,,4
 CovR, DivIVA,,4
 lytR, DivIVA,,4
 RelA, DivIVA,,4
 GidA, DivIVA,,4
 GdpP, DivIVA,,4
 Stp, DivIVA,,4
 GAPDH, DivIVA,,4
 adhE, DivIVA,,4
 Stk, DivIVA,,4
 ClpX, DivIVA,,4
 pepT, DivIVA,,4
 ClpP, DivIVA,,4
 SspB, DivIVA,,4
 DnaK, DivIVA,,4
 CodY, DivIVA,,4
 PepF, DivIVA,,4
 Eno, DivIVA,,4
 HAM1, DivIVA,,4
 Rex, DivIVA,,4
 HrcA, DivIVA,,4
 GrpE, DivIVA,,4
 DnaJ, DivIVA,,4
 GntR, DivIVA,,4
 FlpS, DivIVA,,4
 pgdA, DivIVA,,4
 VraSR, DivIVA,,4
 MsmK, DivIVA,,4
 OTC, DivIVA,,4
 argR, DivIVA,,4
 PGK, DivIVA,,4
 BgaC, DivIVA,,4
 DivIVA, DivIVA,,4
 FBPS, DivIVA,,4
 GroEL, DivIVA,,4
 EF-Tu, DivIVA,,4
 ABC_1, DivIVA,,4
 PDH, DivIVA,,4
 IMPDH_1, DivIVA,,4
 FBA, DivIVA,,4
 LDH, FBPS,,4
 Cps2E, FBPS,,4
 Cps2F, FBPS,,4
 Cps9E, FBPS,,4
 manN, FBPS,,4
 ArcD, FBPS,,4
 SsPep, FBPS,,4
 Fhb_1, FBPS,,4
 agaR2, FBPS,,4
 Cps2B, FBPS,,4
 cps2G, FBPS,,4
 Cps2J, FBPS,,4
 cps2L, FBPS,,4
 NeuB, FBPS,,4
 MRP, FBPS,,4
 SP1, FBPS,,4
 ciaH, FBPS,,4
 prsA, FBPS,,4
 Ssa, FBPS,,4
 abpb, FBPS,,4
 sly, FBPS,,4
 HtpsC, FBPS,,4
