antecedent,consequent,support,confidence,Cluster
 HtpsA, prsA,1.0,1.0,1
 prsA, PepF,1.0,1.0,1
 PepF, prsA,1.0,1.0,1
 prsA, OTC,1.0,1.0,1
 OTC, prsA,1.0,1.0,1
 prsA, ciaH,1.0,1.0,1
 ciaH, prsA,1.0,1.0,1
 prsA, SspA,1.0,1.0,1
 SspA, prsA,1.0,1.0,1
 prsA, SsPep,1.0,1.0,1
 SsPep, prsA,1.0,1.0,1
 prsA, ClpX,1.0,1.0,1
 ClpX, prsA,1.0,1.0,1
 prsA, GidA,1.0,1.0,1
 GidA, prsA,1.0,1.0,1
 prsA, adhE,1.0,1.0,1
 adhE, prsA,1.0,1.0,1
 prsA, GntR,1.0,1.0,1
 GntR, prsA,1.0,1.0,1
 prsA, Cps2B,1.0,1.0,1
 Cps2B, prsA,1.0,1.0,1
 prsA, RelQ,1.0,1.0,1
 RelQ, prsA,1.0,1.0,1
 prsA, BgaC,1.0,1.0,1
 BgaC, prsA,1.0,1.0,1
 Hhly3, prsA,0.45,1.0,1
 prsA, yzpA,1.0,1.0,1
 yzpA, prsA,1.0,1.0,1
 prsA, agaR2,1.0,1.0,1
 agaR2, prsA,1.0,1.0,1
 prsA, HP1717,1.0,1.0,1
 HP1717, prsA,1.0,1.0,1
 prsA, PDH,1.0,1.0,1
 PDH, prsA,1.0,1.0,1
 prsA, Rex,1.0,1.0,1
 Rex, prsA,1.0,1.0,1
 prsA, SntA,1.0,1.0,1
 SntA, prsA,1.0,1.0,1
 prsA, ABC_1,1.0,1.0,1
 ABC_1, prsA,1.0,1.0,1
 prsA, GlnA,1.0,1.0,1
 GlnA, prsA,1.0,1.0,1
 prsA, LDH,1.0,1.0,1
 LDH, prsA,1.0,1.0,1
 prsA, ClpP,1.0,1.0,1
 ClpP, prsA,1.0,1.0,1
 prsA, ssnA,1.0,1.0,1
 ssnA, prsA,1.0,1.0,1
 prsA, VraSR,1.0,1.0,1
 VraSR, prsA,1.0,1.0,1
 prsA, FlpS,1.0,1.0,1
 FlpS, prsA,1.0,1.0,1
 prsA, Ssa,1.0,1.0,1
 Ssa, prsA,1.0,1.0,1
 prsA, ArcD,1.0,1.0,1
 ArcD, prsA,1.0,1.0,1
 prsA, Eno,1.0,1.0,1
 Eno, prsA,1.0,1.0,1
 prsA, IMPDH_1,1.0,1.0,1
 IMPDH_1, prsA,1.0,1.0,1
 prsA, Cps9E,1.0,1.0,1
 Cps9E, prsA,1.0,1.0,1
 prsA, Zmp,1.0,1.0,1
 Zmp, prsA,1.0,1.0,1
 prsA, mnmE,1.0,1.0,1
 mnmE, prsA,1.0,1.0,1
 prsA, IMPDH_2,1.0,1.0,1
 IMPDH_2, prsA,1.0,1.0,1
 prsA, FBA,1.0,1.0,1
 FBA, prsA,1.0,1.0,1
 prsA, pgdA,1.0,1.0,1
 pgdA, prsA,1.0,1.0,1
 prsA, Stk,1.0,1.0,1
 Stk, prsA,1.0,1.0,1
 prsA, KAR,1.0,1.0,1
 KAR, prsA,1.0,1.0,1
 prsA, PGK,1.0,1.0,1
 PGK, prsA,1.0,1.0,1
 prsA, SP1,0.73,0.73,1
 SP1, prsA,0.73,1.0,1
 prsA, PK,1.0,1.0,1
 PK, prsA,1.0,1.0,1
 prsA, DnaK,1.0,1.0,1
 DnaK, prsA,1.0,1.0,1
 prsA, HP1083,1.0,1.0,1
 HP1083, prsA,1.0,1.0,1
 prsA, argR,1.0,1.0,1
 argR, prsA,1.0,1.0,1
 prsA, MRP,1.0,1.0,1
 MRP, prsA,1.0,1.0,1
 prsA, pepT,1.0,1.0,1
 pepT, prsA,1.0,1.0,1
 prsA, GdpP,1.0,1.0,1
 GdpP, prsA,1.0,1.0,1
 prsA, MsmK,1.0,1.0,1
 MsmK, prsA,1.0,1.0,1
 prsA, ciaR,1.0,1.0,1
 ciaR, prsA,1.0,1.0,1
 prsA, OppA,1.0,1.0,1
 OppA, prsA,1.0,1.0,1
 FBPS, CodY,1.0,1.0,1
 CodY, FBPS,1.0,1.0,1
 FBPS, HtpsC,1.0,1.0,1
 HtpsC, FBPS,1.0,1.0,1
 FBPS, DivIVA,1.0,1.0,1
 DivIVA, FBPS,1.0,1.0,1
 FBPS, GroEL,1.0,1.0,1
 GroEL, FBPS,1.0,1.0,1
 FBPS, GAPDH,1.0,1.0,1
 GAPDH, FBPS,1.0,1.0,1
 FBPS, srtA,1.0,1.0,1
 srtA, FBPS,1.0,1.0,1
 FBPS, HAM1,1.0,1.0,1
 HAM1, FBPS,1.0,1.0,1
 FBPS, HP1538,1.0,1.0,1
 HP1538, FBPS,1.0,1.0,1
 FBPS, EF-Tu,1.0,1.0,1
 EF-Tu, FBPS,1.0,1.0,1
 FBPS, ldeS,1.0,1.0,1
 ldeS, FBPS,1.0,1.0,1
 FBPS, manN,1.0,1.0,1
 manN, FBPS,1.0,1.0,1
 FBPS, lhk,1.0,1.0,1
 lhk, FBPS,1.0,1.0,1
 FBPS, HrcA,1.0,1.0,1
 HrcA, FBPS,1.0,1.0,1
 FBPS, LuxS,1.0,1.0,1
 LuxS, FBPS,1.0,1.0,1
 FBPS, TraG,0.82,0.82,1
 TraG, FBPS,0.82,1.0,1
 FBPS, Stp,1.0,1.0,1
 Stp, FBPS,1.0,1.0,1
 FBPS, RggTR,1.0,1.0,1
 RggTR, FBPS,1.0,1.0,1
 FBPS, SspB,1.0,1.0,1
 SspB, FBPS,1.0,1.0,1
 FBPS, dltA,1.0,1.0,1
 dltA, FBPS,1.0,1.0,1
 FBPS, RelA,1.0,1.0,1
 RelA, FBPS,1.0,1.0,1
 FBPS, CovR,1.0,1.0,1
 CovR, FBPS,1.0,1.0,1
 FBPS, lhr,1.0,1.0,1
 lhr, FBPS,1.0,1.0,1
 FBPS, abpb,1.0,1.0,1
 abpb, FBPS,1.0,1.0,1
 FBPS, HtpsA,1.0,1.0,1
 HtpsA, FBPS,1.0,1.0,1
 FBPS, PepF,1.0,1.0,1
 PepF, FBPS,1.0,1.0,1
 FBPS, OTC,1.0,1.0,1
 OTC, FBPS,1.0,1.0,1
 FBPS, ciaH,1.0,1.0,1
 ciaH, FBPS,1.0,1.0,1
 FBPS, SspA,1.0,1.0,1
 SspA, FBPS,1.0,1.0,1
 FBPS, SsPep,1.0,1.0,1
 SsPep, FBPS,1.0,1.0,1
 FBPS, ClpX,1.0,1.0,1
 ClpX, FBPS,1.0,1.0,1
 FBPS, GidA,1.0,1.0,1
 GidA, FBPS,1.0,1.0,1
 FBPS, adhE,1.0,1.0,1
 adhE, FBPS,1.0,1.0,1
 FBPS, GntR,1.0,1.0,1
 GntR, FBPS,1.0,1.0,1
 FBPS, Cps2B,1.0,1.0,1
 Cps2B, FBPS,1.0,1.0,1
 FBPS, RelQ,1.0,1.0,1
 RelQ, FBPS,1.0,1.0,1
 FBPS, BgaC,1.0,1.0,1
 BgaC, FBPS,1.0,1.0,1
 Hhly3, FBPS,0.45,1.0,1
 FBPS, yzpA,1.0,1.0,1
 yzpA, FBPS,1.0,1.0,1
 FBPS, agaR2,1.0,1.0,1
 agaR2, FBPS,1.0,1.0,1
 FBPS, HP1717,1.0,1.0,1
 HP1717, FBPS,1.0,1.0,1
 FBPS, PDH,1.0,1.0,1
 PDH, FBPS,1.0,1.0,1
 FBPS, Rex,1.0,1.0,1
 Rex, FBPS,1.0,1.0,1
 FBPS, SntA,1.0,1.0,1
 SntA, FBPS,1.0,1.0,1
 FBPS, ABC_1,1.0,1.0,1
 ABC_1, FBPS,1.0,1.0,1
 FBPS, GlnA,1.0,1.0,1
 GlnA, FBPS,1.0,1.0,1
 FBPS, LDH,1.0,1.0,1
 LDH, FBPS,1.0,1.0,1
 FBPS, ClpP,1.0,1.0,1
 ClpP, FBPS,1.0,1.0,1
 FBPS, ssnA,1.0,1.0,1
 ssnA, FBPS,1.0,1.0,1
 FBPS, VraSR,1.0,1.0,1
 VraSR, FBPS,1.0,1.0,1
 FBPS, FlpS,1.0,1.0,1
 FlpS, FBPS,1.0,1.0,1
 FBPS, Ssa,1.0,1.0,1
 Ssa, FBPS,1.0,1.0,1
 FBPS, ArcD,1.0,1.0,1
 ArcD, FBPS,1.0,1.0,1
 FBPS, Eno,1.0,1.0,1
 Eno, FBPS,1.0,1.0,1
 FBPS, IMPDH_1,1.0,1.0,1
 IMPDH_1, FBPS,1.0,1.0,1
 FBPS, Cps9E,1.0,1.0,1
 Cps9E, FBPS,1.0,1.0,1
 FBPS, Zmp,1.0,1.0,1
 Zmp, FBPS,1.0,1.0,1
 FBPS, mnmE,1.0,1.0,1
 mnmE, FBPS,1.0,1.0,1
 FBPS, IMPDH_2,1.0,1.0,1
 IMPDH_2, FBPS,1.0,1.0,1
 FBPS, FBA,1.0,1.0,1
 FBA, FBPS,1.0,1.0,1
 FBPS, pgdA,1.0,1.0,1
 pgdA, FBPS,1.0,1.0,1
 FBPS, Stk,1.0,1.0,1
 Stk, FBPS,1.0,1.0,1
 FBPS, KAR,1.0,1.0,1
 KAR, FBPS,1.0,1.0,1
 FBPS, PGK,1.0,1.0,1
 PGK, FBPS,1.0,1.0,1
 FBPS, SP1,0.73,0.73,1
 SP1, FBPS,0.73,1.0,1
 FBPS, PK,1.0,1.0,1
 PK, FBPS,1.0,1.0,1
 FBPS, DnaK,1.0,1.0,1
 DnaK, FBPS,1.0,1.0,1
 FBPS, HP1083,1.0,1.0,1
 HP1083, FBPS,1.0,1.0,1
 FBPS, argR,1.0,1.0,1
 argR, FBPS,1.0,1.0,1
 FBPS, MRP,1.0,1.0,1
 MRP, FBPS,1.0,1.0,1
 FBPS, pepT,1.0,1.0,1
 pepT, FBPS,1.0,1.0,1
 FBPS, GdpP,1.0,1.0,1
 GdpP, FBPS,1.0,1.0,1
 FBPS, MsmK,1.0,1.0,1
 MsmK, FBPS,1.0,1.0,1
 FBPS, ciaR,1.0,1.0,1
 ciaR, FBPS,1.0,1.0,1
 FBPS, OppA,1.0,1.0,1
 OppA, FBPS,1.0,1.0,1
 CodY, HtpsC,1.0,1.0,1
 HtpsC, CodY,1.0,1.0,1
 CodY, DivIVA,1.0,1.0,1
 DivIVA, CodY,1.0,1.0,1
 CodY, GroEL,1.0,1.0,1
 GroEL, CodY,1.0,1.0,1
 CodY, GAPDH,1.0,1.0,1
 GAPDH, CodY,1.0,1.0,1
 CodY, srtA,1.0,1.0,1
 srtA, CodY,1.0,1.0,1
 CodY, HAM1,1.0,1.0,1
 HAM1, CodY,1.0,1.0,1
 CodY, HP1538,1.0,1.0,1
 HP1538, CodY,1.0,1.0,1
 CodY, EF-Tu,1.0,1.0,1
 EF-Tu, CodY,1.0,1.0,1
 CodY, ldeS,1.0,1.0,1
 ldeS, CodY,1.0,1.0,1
 CodY, manN,1.0,1.0,1
 manN, CodY,1.0,1.0,1
 CodY, lhk,1.0,1.0,1
 lhk, CodY,1.0,1.0,1
 CodY, HrcA,1.0,1.0,1
 HrcA, CodY,1.0,1.0,1
 CodY, LuxS,1.0,1.0,1
 LuxS, CodY,1.0,1.0,1
 CodY, TraG,0.82,0.82,1
 TraG, CodY,0.82,1.0,1
 CodY, Stp,1.0,1.0,1
 Stp, CodY,1.0,1.0,1
 CodY, RggTR,1.0,1.0,1
 RggTR, CodY,1.0,1.0,1
 CodY, SspB,1.0,1.0,1
 SspB, CodY,1.0,1.0,1
 CodY, dltA,1.0,1.0,1
 dltA, CodY,1.0,1.0,1
 CodY, RelA,1.0,1.0,1
 RelA, CodY,1.0,1.0,1
 CodY, CovR,1.0,1.0,1
 CovR, CodY,1.0,1.0,1
 CodY, lhr,1.0,1.0,1
 lhr, CodY,1.0,1.0,1
 CodY, abpb,1.0,1.0,1
 abpb, CodY,1.0,1.0,1
 CodY, HtpsA,1.0,1.0,1
 HtpsA, CodY,1.0,1.0,1
 CodY, PepF,1.0,1.0,1
 PepF, CodY,1.0,1.0,1
 CodY, OTC,1.0,1.0,1
 OTC, CodY,1.0,1.0,1
 CodY, ciaH,1.0,1.0,1
 ciaH, CodY,1.0,1.0,1
 CodY, SspA,1.0,1.0,1
 SspA, CodY,1.0,1.0,1
 CodY, SsPep,1.0,1.0,1
 SsPep, CodY,1.0,1.0,1
 CodY, ClpX,1.0,1.0,1
 ClpX, CodY,1.0,1.0,1
 CodY, GidA,1.0,1.0,1
 GidA, CodY,1.0,1.0,1
 CodY, adhE,1.0,1.0,1
 adhE, CodY,1.0,1.0,1
 CodY, GntR,1.0,1.0,1
 GntR, CodY,1.0,1.0,1
 CodY, Cps2B,1.0,1.0,1
 Cps2B, CodY,1.0,1.0,1
 CodY, RelQ,1.0,1.0,1
 RelQ, CodY,1.0,1.0,1
 CodY, BgaC,1.0,1.0,1
 BgaC, CodY,1.0,1.0,1
 Hhly3, CodY,0.45,1.0,1
 CodY, yzpA,1.0,1.0,1
 yzpA, CodY,1.0,1.0,1
 CodY, agaR2,1.0,1.0,1
 agaR2, CodY,1.0,1.0,1
 CodY, HP1717,1.0,1.0,1
 HP1717, CodY,1.0,1.0,1
 CodY, PDH,1.0,1.0,1
 PDH, CodY,1.0,1.0,1
 CodY, Rex,1.0,1.0,1
 Rex, CodY,1.0,1.0,1
 CodY, SntA,1.0,1.0,1
 SntA, CodY,1.0,1.0,1
 CodY, ABC_1,1.0,1.0,1
 ABC_1, CodY,1.0,1.0,1
 CodY, GlnA,1.0,1.0,1
 GlnA, CodY,1.0,1.0,1
 CodY, LDH,1.0,1.0,1
 LDH, CodY,1.0,1.0,1
 CodY, ClpP,1.0,1.0,1
 ClpP, CodY,1.0,1.0,1
 CodY, ssnA,1.0,1.0,1
 ssnA, CodY,1.0,1.0,1
 CodY, VraSR,1.0,1.0,1
 VraSR, CodY,1.0,1.0,1
 CodY, FlpS,1.0,1.0,1
 FlpS, CodY,1.0,1.0,1
 CodY, Ssa,1.0,1.0,1
 Ssa, CodY,1.0,1.0,1
 CodY, ArcD,1.0,1.0,1
 ArcD, CodY,1.0,1.0,1
 CodY, Eno,1.0,1.0,1
 Eno, CodY,1.0,1.0,1
 CodY, IMPDH_1,1.0,1.0,1
 IMPDH_1, CodY,1.0,1.0,1
 CodY, Cps9E,1.0,1.0,1
 Cps9E, CodY,1.0,1.0,1
 CodY, Zmp,1.0,1.0,1
 Zmp, CodY,1.0,1.0,1
 CodY, mnmE,1.0,1.0,1
 mnmE, CodY,1.0,1.0,1
 CodY, IMPDH_2,1.0,1.0,1
 IMPDH_2, CodY,1.0,1.0,1
 CodY, FBA,1.0,1.0,1
 FBA, CodY,1.0,1.0,1
 CodY, pgdA,1.0,1.0,1
 pgdA, CodY,1.0,1.0,1
 CodY, Stk,1.0,1.0,1
 Stk, CodY,1.0,1.0,1
 CodY, KAR,1.0,1.0,1
 KAR, CodY,1.0,1.0,1
 CodY, PGK,1.0,1.0,1
 PGK, CodY,1.0,1.0,1
 CodY, SP1,0.73,0.73,1
 SP1, CodY,0.73,1.0,1
 CodY, PK,1.0,1.0,1
 PK, CodY,1.0,1.0,1
 CodY, DnaK,1.0,1.0,1
 DnaK, CodY,1.0,1.0,1
 CodY, HP1083,1.0,1.0,1
 HP1083, CodY,1.0,1.0,1
 CodY, argR,1.0,1.0,1
 argR, CodY,1.0,1.0,1
 CodY, MRP,1.0,1.0,1
 MRP, CodY,1.0,1.0,1
 CodY, pepT,1.0,1.0,1
 pepT, CodY,1.0,1.0,1
 CodY, GdpP,1.0,1.0,1
 GdpP, CodY,1.0,1.0,1
 CodY, MsmK,1.0,1.0,1
 MsmK, CodY,1.0,1.0,1
 CodY, ciaR,1.0,1.0,1
 ciaR, CodY,1.0,1.0,1
 CodY, OppA,1.0,1.0,1
 OppA, CodY,1.0,1.0,1
 HtpsC, DivIVA,1.0,1.0,1
 DivIVA, HtpsC,1.0,1.0,1
 HtpsC, GroEL,1.0,1.0,1
 GroEL, HtpsC,1.0,1.0,1
 HtpsC, GAPDH,1.0,1.0,1
 GAPDH, HtpsC,1.0,1.0,1
 HtpsC, srtA,1.0,1.0,1
 srtA, HtpsC,1.0,1.0,1
 HtpsC, HAM1,1.0,1.0,1
 HAM1, HtpsC,1.0,1.0,1
 HtpsC, HP1538,1.0,1.0,1
 HP1538, HtpsC,1.0,1.0,1
 HtpsC, EF-Tu,1.0,1.0,1
 EF-Tu, HtpsC,1.0,1.0,1
 HtpsC, ldeS,1.0,1.0,1
 ldeS, HtpsC,1.0,1.0,1
 HtpsC, manN,1.0,1.0,1
 manN, HtpsC,1.0,1.0,1
 HtpsC, lhk,1.0,1.0,1
 lhk, HtpsC,1.0,1.0,1
 HtpsC, HrcA,1.0,1.0,1
 HrcA, HtpsC,1.0,1.0,1
 HtpsC, LuxS,1.0,1.0,1
 LuxS, HtpsC,1.0,1.0,1
 HtpsC, TraG,0.82,0.82,1
 TraG, HtpsC,0.82,1.0,1
 HtpsC, Stp,1.0,1.0,1
 Stp, HtpsC,1.0,1.0,1
 HtpsC, RggTR,1.0,1.0,1
 RggTR, HtpsC,1.0,1.0,1
 HtpsC, SspB,1.0,1.0,1
 SspB, HtpsC,1.0,1.0,1
 HtpsC, dltA,1.0,1.0,1
 dltA, HtpsC,1.0,1.0,1
 HtpsC, RelA,1.0,1.0,1
 RelA, HtpsC,1.0,1.0,1
 HtpsC, CovR,1.0,1.0,1
 CovR, HtpsC,1.0,1.0,1
 HtpsC, lhr,1.0,1.0,1
 lhr, HtpsC,1.0,1.0,1
 HtpsC, abpb,1.0,1.0,1
 abpb, HtpsC,1.0,1.0,1
 HtpsC, HtpsA,1.0,1.0,1
 HtpsA, HtpsC,1.0,1.0,1
 HtpsC, PepF,1.0,1.0,1
 PepF, HtpsC,1.0,1.0,1
 HtpsC, OTC,1.0,1.0,1
 OTC, HtpsC,1.0,1.0,1
 HtpsC, ciaH,1.0,1.0,1
 ciaH, HtpsC,1.0,1.0,1
 HtpsC, SspA,1.0,1.0,1
 SspA, HtpsC,1.0,1.0,1
 HtpsC, SsPep,1.0,1.0,1
 SsPep, HtpsC,1.0,1.0,1
 HtpsC, ClpX,1.0,1.0,1
 ClpX, HtpsC,1.0,1.0,1
 HtpsC, GidA,1.0,1.0,1
 GidA, HtpsC,1.0,1.0,1
 HtpsC, adhE,1.0,1.0,1
 adhE, HtpsC,1.0,1.0,1
 HtpsC, GntR,1.0,1.0,1
 GntR, HtpsC,1.0,1.0,1
 HtpsC, Cps2B,1.0,1.0,1
 Cps2B, HtpsC,1.0,1.0,1
 HtpsC, RelQ,1.0,1.0,1
 RelQ, HtpsC,1.0,1.0,1
 HtpsC, BgaC,1.0,1.0,1
 BgaC, HtpsC,1.0,1.0,1
 Hhly3, HtpsC,0.45,1.0,1
 HtpsC, yzpA,1.0,1.0,1
 yzpA, HtpsC,1.0,1.0,1
 HtpsC, agaR2,1.0,1.0,1
 agaR2, HtpsC,1.0,1.0,1
 HtpsC, HP1717,1.0,1.0,1
 HP1717, HtpsC,1.0,1.0,1
 HtpsC, PDH,1.0,1.0,1
 PDH, HtpsC,1.0,1.0,1
 HtpsC, Rex,1.0,1.0,1
 Rex, HtpsC,1.0,1.0,1
 HtpsC, SntA,1.0,1.0,1
 SntA, HtpsC,1.0,1.0,1
 HtpsC, ABC_1,1.0,1.0,1
 ABC_1, HtpsC,1.0,1.0,1
 HtpsC, GlnA,1.0,1.0,1
 GlnA, HtpsC,1.0,1.0,1
 HtpsC, LDH,1.0,1.0,1
 LDH, HtpsC,1.0,1.0,1
 HtpsC, ClpP,1.0,1.0,1
 ClpP, HtpsC,1.0,1.0,1
 HtpsC, ssnA,1.0,1.0,1
 ssnA, HtpsC,1.0,1.0,1
 HtpsC, VraSR,1.0,1.0,1
 VraSR, HtpsC,1.0,1.0,1
 HtpsC, FlpS,1.0,1.0,1
 FlpS, HtpsC,1.0,1.0,1
 HtpsC, Ssa,1.0,1.0,1
 Ssa, HtpsC,1.0,1.0,1
 HtpsC, ArcD,1.0,1.0,1
 ArcD, HtpsC,1.0,1.0,1
 HtpsC, Eno,1.0,1.0,1
 Eno, HtpsC,1.0,1.0,1
 HtpsC, IMPDH_1,1.0,1.0,1
 IMPDH_1, HtpsC,1.0,1.0,1
 HtpsC, Cps9E,1.0,1.0,1
 Cps9E, HtpsC,1.0,1.0,1
 HtpsC, Zmp,1.0,1.0,1
 Zmp, HtpsC,1.0,1.0,1
 HtpsC, mnmE,1.0,1.0,1
 mnmE, HtpsC,1.0,1.0,1
 HtpsC, IMPDH_2,1.0,1.0,1
 IMPDH_2, HtpsC,1.0,1.0,1
 HtpsC, FBA,1.0,1.0,1
 FBA, HtpsC,1.0,1.0,1
 HtpsC, pgdA,1.0,1.0,1
 pgdA, HtpsC,1.0,1.0,1
 HtpsC, Stk,1.0,1.0,1
 Stk, HtpsC,1.0,1.0,1
 HtpsC, KAR,1.0,1.0,1
 KAR, HtpsC,1.0,1.0,1
 HtpsC, PGK,1.0,1.0,1
 PGK, HtpsC,1.0,1.0,1
 HtpsC, SP1,0.73,0.73,1
 SP1, HtpsC,0.73,1.0,1
 HtpsC, PK,1.0,1.0,1
 PK, HtpsC,1.0,1.0,1
 HtpsC, DnaK,1.0,1.0,1
 DnaK, HtpsC,1.0,1.0,1
 HtpsC, HP1083,1.0,1.0,1
 HP1083, HtpsC,1.0,1.0,1
 HtpsC, argR,1.0,1.0,1
 argR, HtpsC,1.0,1.0,1
 HtpsC, MRP,1.0,1.0,1
 MRP, HtpsC,1.0,1.0,1
 HtpsC, pepT,1.0,1.0,1
 pepT, HtpsC,1.0,1.0,1
 HtpsC, GdpP,1.0,1.0,1
 GdpP, HtpsC,1.0,1.0,1
 HtpsC, MsmK,1.0,1.0,1
 MsmK, HtpsC,1.0,1.0,1
 HtpsC, ciaR,1.0,1.0,1
 ciaR, HtpsC,1.0,1.0,1
 HtpsC, OppA,1.0,1.0,1
 OppA, HtpsC,1.0,1.0,1
 DivIVA, GroEL,1.0,1.0,1
 GroEL, DivIVA,1.0,1.0,1
 DivIVA, GAPDH,1.0,1.0,1
 GAPDH, DivIVA,1.0,1.0,1
 DivIVA, srtA,1.0,1.0,1
 srtA, DivIVA,1.0,1.0,1
 DivIVA, HAM1,1.0,1.0,1
 HAM1, DivIVA,1.0,1.0,1
 DivIVA, HP1538,1.0,1.0,1
 HP1538, DivIVA,1.0,1.0,1
 DivIVA, EF-Tu,1.0,1.0,1
 EF-Tu, DivIVA,1.0,1.0,1
 DivIVA, ldeS,1.0,1.0,1
 ldeS, DivIVA,1.0,1.0,1
 DivIVA, manN,1.0,1.0,1
 manN, DivIVA,1.0,1.0,1
 DivIVA, lhk,1.0,1.0,1
 lhk, DivIVA,1.0,1.0,1
 DivIVA, HrcA,1.0,1.0,1
 HrcA, DivIVA,1.0,1.0,1
 DivIVA, LuxS,1.0,1.0,1
 LuxS, DivIVA,1.0,1.0,1
 DivIVA, TraG,0.82,0.82,1
 TraG, DivIVA,0.82,1.0,1
 DivIVA, Stp,1.0,1.0,1
 Stp, DivIVA,1.0,1.0,1
 DivIVA, RggTR,1.0,1.0,1
 RggTR, DivIVA,1.0,1.0,1
 DivIVA, SspB,1.0,1.0,1
 SspB, DivIVA,1.0,1.0,1
 DivIVA, dltA,1.0,1.0,1
 dltA, DivIVA,1.0,1.0,1
 DivIVA, RelA,1.0,1.0,1
 RelA, DivIVA,1.0,1.0,1
 DivIVA, CovR,1.0,1.0,1
 CovR, DivIVA,1.0,1.0,1
 DivIVA, lhr,1.0,1.0,1
 lhr, DivIVA,1.0,1.0,1
 DivIVA, abpb,1.0,1.0,1
 abpb, DivIVA,1.0,1.0,1
 DivIVA, HtpsA,1.0,1.0,1
 HtpsA, DivIVA,1.0,1.0,1
 DivIVA, PepF,1.0,1.0,1
 PepF, DivIVA,1.0,1.0,1
 DivIVA, OTC,1.0,1.0,1
 OTC, DivIVA,1.0,1.0,1
 DivIVA, ciaH,1.0,1.0,1
 ciaH, DivIVA,1.0,1.0,1
 DivIVA, SspA,1.0,1.0,1
 SspA, DivIVA,1.0,1.0,1
 DivIVA, SsPep,1.0,1.0,1
 SsPep, DivIVA,1.0,1.0,1
 DivIVA, ClpX,1.0,1.0,1
 ClpX, DivIVA,1.0,1.0,1
 DivIVA, GidA,1.0,1.0,1
 GidA, DivIVA,1.0,1.0,1
 DivIVA, adhE,1.0,1.0,1
 adhE, DivIVA,1.0,1.0,1
 DivIVA, GntR,1.0,1.0,1
 GntR, DivIVA,1.0,1.0,1
 DivIVA, Cps2B,1.0,1.0,1
 Cps2B, DivIVA,1.0,1.0,1
 DivIVA, RelQ,1.0,1.0,1
 RelQ, DivIVA,1.0,1.0,1
 DivIVA, BgaC,1.0,1.0,1
 BgaC, DivIVA,1.0,1.0,1
 Hhly3, DivIVA,0.45,1.0,1
 DivIVA, yzpA,1.0,1.0,1
 yzpA, DivIVA,1.0,1.0,1
 DivIVA, agaR2,1.0,1.0,1
 agaR2, DivIVA,1.0,1.0,1
 DivIVA, HP1717,1.0,1.0,1
 HP1717, DivIVA,1.0,1.0,1
 DivIVA, PDH,1.0,1.0,1
 PDH, DivIVA,1.0,1.0,1
 DivIVA, Rex,1.0,1.0,1
 Rex, DivIVA,1.0,1.0,1
 DivIVA, SntA,1.0,1.0,1
 SntA, DivIVA,1.0,1.0,1
 DivIVA, ABC_1,1.0,1.0,1
 ABC_1, DivIVA,1.0,1.0,1
 DivIVA, GlnA,1.0,1.0,1
 GlnA, DivIVA,1.0,1.0,1
 DivIVA, LDH,1.0,1.0,1
 LDH, DivIVA,1.0,1.0,1
 DivIVA, ClpP,1.0,1.0,1
 ClpP, DivIVA,1.0,1.0,1
 DivIVA, ssnA,1.0,1.0,1
 ssnA, DivIVA,1.0,1.0,1
 DivIVA, VraSR,1.0,1.0,1
 VraSR, DivIVA,1.0,1.0,1
 DivIVA, FlpS,1.0,1.0,1
 FlpS, DivIVA,1.0,1.0,1
 DivIVA, Ssa,1.0,1.0,1
 Ssa, DivIVA,1.0,1.0,1
 DivIVA, ArcD,1.0,1.0,1
 ArcD, DivIVA,1.0,1.0,1
 DivIVA, Eno,1.0,1.0,1
 Eno, DivIVA,1.0,1.0,1
 DivIVA, IMPDH_1,1.0,1.0,1
 IMPDH_1, DivIVA,1.0,1.0,1
 DivIVA, Cps9E,1.0,1.0,1
 Cps9E, DivIVA,1.0,1.0,1
 DivIVA, Zmp,1.0,1.0,1
 Zmp, DivIVA,1.0,1.0,1
 DivIVA, mnmE,1.0,1.0,1
 mnmE, DivIVA,1.0,1.0,1
 DivIVA, IMPDH_2,1.0,1.0,1
 IMPDH_2, DivIVA,1.0,1.0,1
 DivIVA, FBA,1.0,1.0,1
 FBA, DivIVA,1.0,1.0,1
 DivIVA, pgdA,1.0,1.0,1
 pgdA, DivIVA,1.0,1.0,1
 DivIVA, Stk,1.0,1.0,1
 Stk, DivIVA,1.0,1.0,1
 DivIVA, KAR,1.0,1.0,1
 KAR, DivIVA,1.0,1.0,1
 DivIVA, PGK,1.0,1.0,1
 PGK, DivIVA,1.0,1.0,1
 DivIVA, SP1,0.73,0.73,1
 SP1, DivIVA,0.73,1.0,1
 DivIVA, PK,1.0,1.0,1
 PK, DivIVA,1.0,1.0,1
 DivIVA, DnaK,1.0,1.0,1
 DnaK, DivIVA,1.0,1.0,1
 DivIVA, HP1083,1.0,1.0,1
 HP1083, DivIVA,1.0,1.0,1
 DivIVA, argR,1.0,1.0,1
 argR, DivIVA,1.0,1.0,1
 DivIVA, MRP,1.0,1.0,1
 MRP, DivIVA,1.0,1.0,1
 DivIVA, pepT,1.0,1.0,1
 pepT, DivIVA,1.0,1.0,1
 DivIVA, GdpP,1.0,1.0,1
 GdpP, DivIVA,1.0,1.0,1
 DivIVA, MsmK,1.0,1.0,1
 MsmK, DivIVA,1.0,1.0,1
